log_id,event_time_raw,incident_type_raw,location_raw,severity_raw,reported_by
INC-100366,05/12/2026 19:35,misc incident,Zone E,4,Auto-Sensor
INC-100367,06/21/2026 10:32,env. hazard,Zone D,Low,Hotline
INC-100368,19-Jul-2026 14:48,INTRUSION,Zone B,High,Hotline
INC-100369,2026-05-22 02:45,Intrusion,,Medium,
INC-100370,24-Jun-2026 12:45,INTRUSION,Zone E,Critical,Hotline
INC-100371,05/02/2026 23:50,N/A,Zone F,Medium,Auto-Sensor
INC-100372,05/10/2026 04:58,Environmental Risk,Zone A,Critical,Auto-Sensor
INC-100373,28-Jun-2026 13:01,Intrusion Attempt,Zone B,Medium,Hotline
INC-100374,06/29/2026 20:17,physical breach,Zone B,High,SOC Analyst
INC-100375,05/06/2026 04:10,env. hazard,Zone J,Critical,Hotline
INC-100376,30-Apr-2026 14:20,cyber-intrusion,Zone B,Medium,Field Officer
INC-100377,06/08/2026 16:06,Intrusion Attempt,,Medium,Hotline
INC-100378,2026-07-13 09:14,Cyber Incident,Zone G,4,SOC Analyst
INC-100379,05/02/2026 07:54,Other,Zone B,3,Hotline
INC-100380,12-May-2026 15:26,Cyber Incident,,Low,Hotline
INC-100381,11-Jun-2026 04:01,ENVIRONMENTAL,,Critical,SOC Analyst
INC-100382,2026-07-04 16:08,cyber-intrusion,Zone I,Medium,SOC Analyst
INC-100383,06/13/2026 17:58,cyber-intrusion,,Low,SOC Analyst
INC-100384,2026-06-15 20:28,ENVIRONMENTAL,Zone G,High,Auto-Sensor
INC-100385,06/15/2026 06:44,physical breach,Zone A,High,Field Officer
INC-100386,06/15/2026 05:52,intrusion detected,Zone C,3,Field Officer
INC-100387,2026-07-02 12:44,perimeter breach,,3,Field Officer
INC-100388,2026-06-28 12:16,Physical Security,Zone B,High,Auto-Sensor
INC-100389,11-Jun-2026 04:20,Intrusion Attempt,Zone A,High,Auto-Sensor
INC-100390,27-Jul-2026 06:10,perimeter breach,Zone F,4,Auto-Sensor
INC-100391,02-Jul-2026 12:44,physical breach,Zone G,,Auto-Sensor
INC-100392,12-Jul-2026 21:22,ENVIRONMENTAL,Zone G,Critical,Field Officer
INC-100393,2026-05-10 01:59,env. hazard,Zone A,High,Auto-Sensor
INC-100394,2026-04-29 18:56,misc incident,Zone E,,
INC-100395,2026-07-05 06:29,perimeter breach,Zone B,High,SOC Analyst
INC-100396,2026-06-01 18:35,perimeter breach,,Medium,Auto-Sensor
INC-100397,22-Jul-2026 12:55,Intrusion,Zone B,Critical,Hotline
INC-100398,17-Jul-2026 20:36,CYBER,Zone E,3,Field Officer
INC-100399,2026-07-19 01:09,weather alert,Zone D,Medium,SOC Analyst
INC-100400,2026-07-19 13:40,INTRUSION,Zone B,Medium,SOC Analyst
INC-100401,07/07/2026 08:01,malware detected,Zone J,Medium,SOC Analyst
INC-100402,19-Jun-2026 21:00,weather alert,Zone C,Critical,Field Officer
INC-100403,08-Jun-2026 07:10,cyber-intrusion,Zone B,Medium,
INC-100404,03-Jun-2026 01:23,N/A,Zone G,Medium,
INC-100405,06/16/2026 10:41,phishing attempt,,Medium,Auto-Sensor
INC-100406,2026-05-15 01:34,Other,Zone A,Critical,Auto-Sensor
INC-100407,2026-07-09 02:24,cyber-intrusion,Zone B,Critical,Hotline
INC-100408,05/10/2026 17:34,Other,,High,Hotline
INC-100409,06/29/2026 10:16,Other,Zone I,Medium,
INC-100410,05/05/2026 23:26,cyber-intrusion,Zone B,Medium,Auto-Sensor
INC-100411,2026-07-06 10:03,Physical Security,Zone H,Low,
INC-100412,11-Jun-2026 08:37,phishing attempt,Zone I,,SOC Analyst
INC-100413,01-May-2026 00:39,weather alert,Zone E,Low,Hotline
INC-100414,03-May-2026 02:32,malware detected,Zone D,Low,SOC Analyst
INC-100415,06/16/2026 18:05,env. hazard,Zone H,Low,
INC-100416,05/04/2026 11:13,env. hazard,Zone G,Medium,Hotline
INC-100417,24-Jul-2026 02:40,physical breach,Zone F,4,Auto-Sensor
INC-100418,07-May-2026 07:17,Intrusion Attempt,Zone I,Medium,SOC Analyst
INC-100419,2026-06-06 13:38,INTRUSION,,Critical,SOC Analyst
INC-100420,10-Jun-2026 05:05,PHYSICAL BREACH,Zone C,4,Field Officer
INC-100421,13-Jun-2026 13:39,Cyber Incident,Zone A,Low,Auto-Sensor
INC-100422,07/11/2026 11:43,intrusion detected,,High,
INC-100423,06/05/2026 08:08,env. hazard,Zone H,,SOC Analyst
INC-100424,07/09/2026 22:31,weather alert,Zone G,Medium,Field Officer
INC-100425,2026-06-26 20:09,malware detected,Zone I,Critical,SOC Analyst
INC-100426,2026-05-26 08:16,ENVIRONMENTAL,,High,SOC Analyst
INC-100427,14-Jul-2026 18:39,Other,Zone G,Medium,SOC Analyst
INC-100428,2026-07-04 09:44,INTRUSION,,Low,Field Officer
INC-100429,2026-05-15 21:45,unauthorized-access,Zone H,Critical,
INC-100430,13-May-2026 10:34,intrusion detected,,Critical,
INC-100431,05-May-2026 04:42,perimeter breach,Zone F,Low,Auto-Sensor
INC-100432,14-Jul-2026 00:07,Environmental Risk,,High,Auto-Sensor
INC-100433,05-Jul-2026 10:11,perimeter breach,Zone J,Medium,
INC-100434,2026-05-16 18:23,N/A,Zone D,High,Field Officer
INC-100435,2026-06-03 06:27,Physical Security,Zone E,Critical,SOC Analyst
INC-100436,07/26/2026 16:59,Intrusion Attempt,Zone C,High,
INC-100437,07/22/2026 19:28,Intrusion Attempt,Zone H,3,
INC-100438,07/04/2026 21:08,Intrusion,,Critical,Auto-Sensor
INC-100439,2026-07-14 02:23,perimeter breach,Zone F,4,
INC-100440,2026-06-19 08:37,perimeter breach,Zone F,High,Hotline
INC-100441,2026-05-18 08:16,unauthorized-access,Zone E,Low,Field Officer
INC-100442,2026-05-03 18:17,physical breach,Zone H,Low,
INC-100443,04-Jun-2026 20:33,Cyber Incident,,Low,Hotline
INC-100444,2026-07-06 19:38,CYBER,Zone B,High,Auto-Sensor
INC-100445,2026-06-30 14:47,env. hazard,,High,
INC-100446,23-Jul-2026 16:33,perimeter breach,,3,Auto-Sensor
INC-100447,2026-07-10 07:22,phishing attempt,Zone H,3,Hotline
INC-100448,05-Jul-2026 03:09,malware detected,Zone A,4,
INC-100449,11-Jun-2026 11:16,intrusion detected,Zone D,High,Auto-Sensor
INC-100450,08-Jun-2026 04:20,Physical Security,Zone J,High,Hotline
INC-100451,02-Jul-2026 06:15,INTRUSION,,High,
INC-100452,04-May-2026 22:31,malware detected,Zone F,Medium,Auto-Sensor
INC-100453,06/12/2026 16:13,perimeter breach,Zone A,Medium,SOC Analyst
INC-100454,05-May-2026 06:20,ENVIRONMENTAL,Zone H,High,SOC Analyst
INC-100455,23-Jun-2026 04:15,perimeter breach,Zone C,Medium,
INC-100456,05/24/2026 00:10,weather alert,Zone H,Critical,Field Officer
INC-100457,06/21/2026 23:54,intrusion detected,Zone H,Medium,Hotline
INC-100458,2026-06-12 17:05,Cyber Incident,Zone J,Medium,Auto-Sensor
INC-100459,2026-07-27 06:37,ENVIRONMENTAL,Zone A,Critical,SOC Analyst
INC-100460,05/28/2026 22:18,unclassified,Zone A,3,Auto-Sensor
INC-100461,16-Jul-2026 00:37,Physical Security,Zone I,High,Auto-Sensor
INC-100462,30-Apr-2026 16:55,Intrusion,Zone A,Medium,Auto-Sensor
INC-100463,2026-07-13 02:12,INTRUSION,Zone J,High,Field Officer
INC-100464,07/19/2026 21:55,N/A,,Medium,Auto-Sensor
INC-100465,05/11/2026 01:57,INTRUSION,Zone B,Critical,Auto-Sensor
INC-100466,2026-06-02 04:11,Intrusion,,High,SOC Analyst
INC-100467,24-Jun-2026 06:18,unauthorized-access,Zone F,Critical,Hotline
INC-100468,07/06/2026 23:13,Intrusion,Zone H,Medium,Auto-Sensor
INC-100469,14-Jun-2026 13:27,malware detected,Zone G,Medium,
INC-100470,03-May-2026 19:05,weather alert,Zone G,3,
INC-100471,06/12/2026 21:06,Intrusion Attempt,Zone C,Medium,Auto-Sensor
INC-100472,22-Jun-2026 09:30,intrusion detected,Zone A,High,Hotline
INC-100473,05/28/2026 11:27,N/A,Zone I,Critical,
INC-100474,2026-07-02 22:21,physical breach,,High,Hotline
INC-100475,23-Jul-2026 11:11,intrusion detected,Zone I,High,Field Officer
INC-100476,06/01/2026 22:43,misc incident,Zone E,Medium,
INC-100477,20-May-2026 19:31,Physical Security,Zone G,Low,SOC Analyst
INC-100478,2026-06-18 03:49,ENVIRONMENTAL,Zone F,High,Field Officer
INC-100479,25-Jun-2026 14:01,INTRUSION,Zone F,4,Auto-Sensor
INC-100480,25-May-2026 11:08,INTRUSION,Zone C,Medium,Auto-Sensor
INC-100481,06/07/2026 16:26,malware detected,Zone H,Medium,SOC Analyst
INC-100482,19-Jun-2026 23:07,env. hazard,Zone F,Critical,SOC Analyst
INC-100483,28-May-2026 17:22,malware detected,,Low,Auto-Sensor
INC-100484,10-Jul-2026 00:26,perimeter breach,Zone B,High,
INC-100485,07/14/2026 10:35,unauthorized-access,Zone E,Low,Auto-Sensor
INC-100486,06/22/2026 23:28,Intrusion,,,SOC Analyst
INC-100487,07/11/2026 12:15,Intrusion,Zone G,3,Field Officer
INC-100488,16-May-2026 23:57,perimeter breach,Zone H,Low,Field Officer
INC-100489,2026-06-14 22:04,unauthorized-access,,Medium,Auto-Sensor
INC-100490,29-May-2026 16:21,intrusion detected,Zone H,High,Hotline
INC-100491,07/01/2026 21:43,Cyber Incident,Zone B,Low,Hotline
INC-100492,05/21/2026 05:45,unauthorized-access,Zone G,Medium,Hotline
INC-100493,06/06/2026 01:50,Cyber Incident,Zone H,Critical,Auto-Sensor
INC-100494,05/06/2026 15:35,Environmental Risk,Zone I,,Hotline
INC-100495,27-Jun-2026 23:53,Cyber Incident,Zone B,Low,
INC-100496,07/05/2026 11:59,unauthorized-access,Zone J,Critical,
INC-100497,22-Jul-2026 13:22,PHYSICAL BREACH,Zone J,3,Field Officer
INC-100498,2026-05-18 10:02,INTRUSION,Zone C,Medium,SOC Analyst
INC-100499,2026-05-13 06:49,unclassified,Zone E,Low,SOC Analyst
INC-100500,31-May-2026 22:58,cyber-intrusion,Zone D,Medium,Field Officer
INC-100501,21-May-2026 04:41,Intrusion,Zone E,Medium,Field Officer
INC-100502,05/13/2026 05:36,malware detected,Zone D,Medium,Auto-Sensor
INC-100503,09-Jun-2026 20:54,cyber-intrusion,Zone E,High,Hotline
INC-100504,19-Jul-2026 11:56,malware detected,Zone I,Medium,
INC-100505,28-May-2026 02:52,Physical Security,Zone D,High,
INC-100506,02-Jul-2026 02:17,malware detected,Zone D,3,SOC Analyst
INC-100507,2026-06-11 20:03,intrusion detected,Zone E,Critical,Hotline
INC-100508,06-May-2026 02:14,cyber-intrusion,Zone E,Medium,Field Officer
INC-100509,11-Jul-2026 03:55,Other,Zone F,Low,SOC Analyst
INC-100510,06/21/2026 14:09,Intrusion Attempt,Zone G,Medium,Hotline
INC-100511,2026-06-04 08:16,intrusion detected,Zone B,High,SOC Analyst
INC-100512,05/06/2026 10:39,malware detected,,Medium,SOC Analyst
INC-100513,17-Jul-2026 00:23,cyber-intrusion,Zone H,Medium,Auto-Sensor
INC-100514,2026-06-17 15:23,cyber-intrusion,Zone B,Medium,Auto-Sensor
INC-100515,2026-06-24 03:58,Other,Zone I,High,SOC Analyst
INC-100516,2026-07-12 10:14,Environmental Risk,Zone I,High,Field Officer
INC-100517,23-Jun-2026 18:34,CYBER,Zone B,,
INC-100518,2026-06-21 20:02,physical breach,Zone J,Medium,Auto-Sensor
INC-100519,06/22/2026 20:03,Intrusion,Zone E,Medium,SOC Analyst
INC-100520,19-Jul-2026 05:50,perimeter breach,Zone E,Critical,Field Officer
INC-100521,06/18/2026 22:03,intrusion detected,Zone I,Medium,SOC Analyst
INC-100522,2026-07-17 14:28,Intrusion,Zone G,High,Hotline
INC-100523,02-May-2026 19:16,perimeter breach,Zone J,Medium,SOC Analyst
INC-100524,2026-04-29 04:15,ENVIRONMENTAL,Zone A,3,Hotline
INC-100525,2026-06-30 23:13,N/A,Zone A,Low,Hotline
INC-100526,06/21/2026 10:43,ENVIRONMENTAL,,High,Auto-Sensor
INC-100527,03-May-2026 01:25,perimeter breach,Zone B,Medium,Hotline
INC-100528,2026-06-03 08:24,unauthorized-access,Zone J,High,SOC Analyst
INC-100529,2026-06-07 00:42,Physical Security,Zone H,Low,Field Officer
INC-100530,2026-07-13 02:18,Environmental Risk,Zone C,High,SOC Analyst
INC-100531,26-Jul-2026 06:49,N/A,Zone D,High,Field Officer
INC-100532,05/17/2026 14:44,PHYSICAL BREACH,Zone C,Low,
INC-100533,2026-06-01 16:46,phishing attempt,Zone B,Low,
INC-100534,06/16/2026 22:26,malware detected,Zone E,3,Auto-Sensor
INC-100535,2026-04-29 22:00,malware detected,Zone B,High,Field Officer
INC-100536,08-Jun-2026 01:55,phishing attempt,Zone B,Critical,
INC-100537,15-Jun-2026 07:41,env. hazard,Zone D,,SOC Analyst
INC-100538,07/22/2026 11:45,physical breach,Zone E,3,Hotline
INC-100539,06/15/2026 23:04,Cyber Incident,Zone C,Low,
INC-100540,14-May-2026 20:30,Intrusion Attempt,Zone F,Low,SOC Analyst
INC-100541,2026-06-15 16:05,weather alert,Zone D,High,Hotline
INC-100542,06/21/2026 07:55,misc incident,Zone A,Medium,
INC-100543,2026-05-28 05:35,physical breach,Zone D,Critical,Field Officer
INC-100544,2026-05-22 16:39,PHYSICAL BREACH,Zone A,High,SOC Analyst
INC-100545,2026-06-24 05:26,unclassified,Zone D,Critical,
INC-100546,06/04/2026 21:24,Intrusion Attempt,,Medium,
INC-100547,06/29/2026 23:57,Cyber Incident,Zone J,High,SOC Analyst
INC-100548,2026-07-06 05:16,PHYSICAL BREACH,,High,Auto-Sensor
INC-100549,03-Jul-2026 18:10,physical breach,,4,SOC Analyst
INC-100550,06/21/2026 10:09,Cyber Incident,Zone F,High,Field Officer
INC-100551,2026-06-06 20:42,Intrusion,,Low,Field Officer
INC-100552,02-Jul-2026 10:53,Environmental Risk,Zone B,Medium,Hotline
INC-100553,08-Jul-2026 00:20,env. hazard,,Medium,SOC Analyst
INC-100554,07/08/2026 18:33,CYBER,,High,Field Officer
INC-100555,2026-06-17 23:50,PHYSICAL BREACH,Zone D,High,Auto-Sensor
INC-100556,07/26/2026 22:42,Physical Security,,Medium,Field Officer
INC-100557,2026-05-19 02:33,perimeter breach,Zone H,High,Hotline
INC-100558,2026-05-07 23:55,misc incident,Zone J,Medium,
INC-100559,2026-06-11 05:37,Physical Security,Zone H,Low,
INC-100560,07/09/2026 11:05,Other,Zone G,Medium,SOC Analyst
INC-100561,2026-07-25 06:21,cyber-intrusion,,Critical,Hotline
INC-100562,2026-05-29 19:48,Intrusion,Zone H,4,Hotline
INC-100563,26-May-2026 06:01,Intrusion Attempt,Zone C,Low,SOC Analyst
INC-100564,2026-07-01 02:12,perimeter breach,Zone I,Critical,
INC-100565,06/07/2026 03:43,PHYSICAL BREACH,,Low,Auto-Sensor
INC-100566,2026-05-01 14:57,INTRUSION,,Medium,Field Officer
INC-100567,2026-05-08 04:37,CYBER,Zone F,High,Auto-Sensor
INC-100568,07/15/2026 06:33,weather alert,Zone G,4,SOC Analyst
INC-100569,05/02/2026 01:13,unclassified,Zone D,High,SOC Analyst
INC-100570,06/12/2026 17:16,unauthorized-access,Zone A,Medium,Field Officer
INC-100571,04/30/2026 01:05,Cyber Incident,Zone F,3,SOC Analyst
INC-100572,15-May-2026 08:27,phishing attempt,Zone H,Medium,Auto-Sensor
INC-100573,28-Jun-2026 05:14,Intrusion,Zone B,Medium,Auto-Sensor
INC-100574,11-Jun-2026 17:59,PHYSICAL BREACH,,Medium,Hotline
INC-100575,2026-05-20 03:53,unauthorized-access,Zone B,Medium,
INC-100576,05/03/2026 23:31,weather alert,Zone C,Medium,
INC-100577,2026-07-05 21:49,Intrusion,,Low,Auto-Sensor
INC-100578,2026-06-03 10:43,CYBER,Zone A,Medium,Auto-Sensor
INC-100579,09-May-2026 23:16,intrusion detected,Zone F,Low,Auto-Sensor
INC-100580,2026-05-03 15:06,weather alert,Zone H,Medium,Auto-Sensor
INC-100581,04-Jun-2026 07:18,Environmental Risk,Zone H,3,Field Officer
INC-100582,05/12/2026 15:15,unauthorized-access,Zone C,Medium,
INC-100583,20-Jul-2026 04:48,ENVIRONMENTAL,,Medium,
INC-100584,05/26/2026 18:04,cyber-intrusion,Zone A,,Auto-Sensor
INC-100585,17-Jul-2026 08:09,Environmental Risk,Zone I,High,SOC Analyst
INC-100586,2026-05-12 10:22,ENVIRONMENTAL,Zone I,Medium,Auto-Sensor
INC-100587,2026-06-17 00:33,Intrusion Attempt,Zone J,Low,Auto-Sensor
INC-100588,06/18/2026 05:11,unclassified,Zone F,High,
INC-100589,2026-07-06 21:40,CYBER,Zone D,Low,
INC-100590,03-May-2026 04:11,CYBER,Zone J,Medium,
INC-100591,07/23/2026 01:37,ENVIRONMENTAL,Zone E,Low,SOC Analyst
INC-100592,24-Jul-2026 15:32,PHYSICAL BREACH,Zone D,Low,Hotline
INC-100593,2026-06-10 06:15,env. hazard,Zone G,3,
INC-100594,2026-07-06 09:17,malware detected,Zone F,Critical,Field Officer
INC-100595,2026-07-12 19:12,Other,,High,SOC Analyst
INC-100596,2026-05-28 07:56,PHYSICAL BREACH,Zone F,3,Hotline
INC-100597,07/20/2026 05:20,Physical Security,Zone D,Medium,SOC Analyst
INC-100598,04-Jun-2026 17:43,env. hazard,Zone I,Medium,Auto-Sensor
INC-100599,21-May-2026 00:32,PHYSICAL BREACH,Zone I,Medium,Field Officer
INC-100600,2026-06-02 19:37,unauthorized-access,Zone E,High,Auto-Sensor
INC-100601,23-Jul-2026 23:19,perimeter breach,Zone J,3,Field Officer
INC-100602,06/01/2026 02:22,INTRUSION,,High,Auto-Sensor
INC-100603,2026-05-18 04:05,Physical Security,,Critical,Field Officer
INC-100604,06/05/2026 07:16,physical breach,Zone B,3,Field Officer
INC-100605,07-May-2026 03:44,perimeter breach,Zone F,Low,Hotline
INC-100606,2026-06-10 18:16,phishing attempt,Zone H,Medium,SOC Analyst
INC-100607,2026-05-14 02:44,Environmental Risk,Zone C,Medium,SOC Analyst
INC-100608,2026-05-11 15:35,Other,Zone J,4,Field Officer
INC-100609,2026-06-21 19:45,misc incident,Zone G,Medium,Field Officer
INC-100610,05/07/2026 19:56,env. hazard,Zone D,High,SOC Analyst
INC-100611,06/29/2026 14:54,ENVIRONMENTAL,Zone A,Medium,Hotline
INC-100612,11-May-2026 02:13,unclassified,Zone I,High,Auto-Sensor
INC-100613,06/24/2026 15:43,phishing attempt,,Medium,
INC-100614,2026-06-21 21:58,weather alert,,,
INC-100615,27-Jul-2026 15:30,physical breach,Zone F,High,
INC-100616,21-Jul-2026 00:26,physical breach,Zone J,3,
INC-100617,2026-06-01 03:31,phishing attempt,Zone F,High,SOC Analyst
INC-100618,2026-05-22 12:38,Intrusion Attempt,,Medium,Hotline
INC-100619,16-Jun-2026 16:42,Intrusion Attempt,Zone F,,
INC-100620,16-Jun-2026 00:10,malware detected,,Medium,
INC-100621,2026-05-10 07:48,Intrusion Attempt,Zone I,High,SOC Analyst
INC-100622,06/17/2026 12:15,ENVIRONMENTAL,Zone A,4,Field Officer
INC-100623,07/17/2026 00:55,env. hazard,Zone I,4,Auto-Sensor
INC-100624,05/30/2026 10:59,CYBER,Zone I,High,Auto-Sensor
INC-100625,06/24/2026 14:30,env. hazard,Zone H,3,Auto-Sensor
INC-100626,13-Jun-2026 20:02,unauthorized-access,Zone A,4,Hotline
INC-100627,2026-07-22 16:16,malware detected,Zone E,Critical,Auto-Sensor
INC-100628,27-Jul-2026 08:16,N/A,Zone B,High,SOC Analyst
INC-100629,06/01/2026 03:10,perimeter breach,,Critical,
INC-100630,2026-05-10 00:52,misc incident,Zone G,High,Auto-Sensor
INC-100631,05/30/2026 00:49,Cyber Incident,Zone C,Critical,Auto-Sensor
INC-100632,2026-05-12 05:55,cyber-intrusion,Zone J,Medium,
INC-100633,26-May-2026 18:08,phishing attempt,Zone H,High,SOC Analyst
INC-100634,22-Jul-2026 12:54,cyber-intrusion,Zone D,Medium,
INC-100635,07/26/2026 20:05,Physical Security,Zone H,Low,Field Officer
INC-100636,2026-06-20 20:53,physical breach,,,Field Officer
INC-100637,20-Jul-2026 16:24,env. hazard,Zone D,,SOC Analyst
INC-100638,07/01/2026 02:18,unauthorized-access,Zone C,Low,Auto-Sensor
INC-100639,2026-07-22 18:07,N/A,,Medium,Auto-Sensor
INC-100640,15-Jun-2026 23:57,env. hazard,Zone D,4,Auto-Sensor
INC-100641,2026-07-05 08:15,CYBER,Zone D,Low,Field Officer
INC-100642,2026-05-26 16:34,Intrusion,Zone A,4,Field Officer
INC-100643,05/10/2026 01:19,INTRUSION,Zone J,High,Field Officer
INC-100644,07/13/2026 07:58,env. hazard,Zone D,Medium,Hotline
INC-100645,2026-06-12 02:16,CYBER,Zone B,Medium,Auto-Sensor
INC-100646,2026-05-09 06:35,perimeter breach,Zone F,High,SOC Analyst
INC-100647,12-Jul-2026 13:13,ENVIRONMENTAL,Zone G,Low,Auto-Sensor
INC-100648,2026-06-16 18:40,INTRUSION,Zone A,High,Auto-Sensor
INC-100649,07/22/2026 03:52,Cyber Incident,Zone H,High,
INC-100650,07/13/2026 22:21,malware detected,Zone I,Low,
INC-100651,21-May-2026 00:03,misc incident,Zone A,Low,Hotline
INC-100652,07/15/2026 02:09,PHYSICAL BREACH,Zone C,Low,Field Officer
INC-100653,2026-06-26 10:47,INTRUSION,Zone D,High,Auto-Sensor
INC-100654,18-May-2026 14:24,Environmental Risk,Zone E,Medium,Field Officer
INC-100655,2026-07-07 21:50,env. hazard,Zone D,High,SOC Analyst
INC-100656,18-May-2026 23:15,malware detected,Zone D,,Field Officer
INC-100657,15-May-2026 01:33,CYBER,Zone A,Medium,
INC-100658,06/21/2026 06:33,phishing attempt,Zone D,Low,SOC Analyst
INC-100659,07/10/2026 13:50,phishing attempt,Zone G,,Hotline
INC-100660,12-Jul-2026 13:33,weather alert,Zone J,High,SOC Analyst
INC-100661,15-May-2026 04:41,ENVIRONMENTAL,Zone A,Low,SOC Analyst
INC-100662,24-May-2026 15:25,Intrusion Attempt,Zone H,Medium,SOC Analyst
INC-100663,27-Jul-2026 07:21,Intrusion Attempt,Zone B,Medium,Auto-Sensor
INC-100664,04-Jul-2026 03:46,INTRUSION,Zone D,High,Auto-Sensor
INC-100665,05/25/2026 00:40,misc incident,Zone A,4,SOC Analyst
INC-100666,28-Jun-2026 04:52,Cyber Incident,Zone H,Medium,SOC Analyst
INC-100667,2026-06-07 23:37,physical breach,Zone G,Medium,Field Officer
INC-100668,2026-06-15 07:30,malware detected,Zone E,Critical,SOC Analyst
INC-100669,11-Jul-2026 18:38,Physical Security,,Critical,SOC Analyst
INC-100670,2026-07-05 10:42,Environmental Risk,Zone H,,Auto-Sensor
INC-100671,17-Jul-2026 07:06,phishing attempt,Zone F,High,SOC Analyst
INC-100672,2026-06-10 23:17,INTRUSION,Zone D,Medium,Hotline
INC-100673,05/24/2026 19:25,env. hazard,Zone A,Low,Field Officer
INC-100674,07-Jun-2026 01:38,perimeter breach,,Medium,SOC Analyst
INC-100675,2026-06-25 22:39,intrusion detected,,Low,Field Officer
INC-100676,01-May-2026 07:48,physical breach,Zone F,Medium,Auto-Sensor
INC-100677,2026-05-29 12:29,Cyber Incident,Zone G,Medium,
INC-100678,21-Jul-2026 22:21,intrusion detected,Zone B,4,Field Officer
INC-100679,2026-06-05 03:50,cyber-intrusion,Zone I,Medium,Auto-Sensor
INC-100680,23-May-2026 10:06,unauthorized-access,,High,Field Officer
INC-100681,31-May-2026 14:41,unauthorized-access,Zone H,High,Field Officer
INC-100682,03-Jun-2026 04:25,env. hazard,Zone G,Medium,Auto-Sensor
INC-100683,07-Jul-2026 05:54,Intrusion,Zone I,High,SOC Analyst
INC-100684,06/02/2026 06:12,Cyber Incident,Zone H,Medium,Field Officer
INC-100685,2026-07-02 17:57,Intrusion,Zone F,Medium,Hotline
INC-100686,30-Apr-2026 07:57,CYBER,,4,Auto-Sensor
INC-100687,11-Jul-2026 02:20,Environmental Risk,Zone E,4,SOC Analyst
INC-100688,07/14/2026 05:49,malware detected,,High,SOC Analyst
INC-100689,2026-07-26 07:03,intrusion detected,Zone E,Medium,Field Officer
INC-100690,17-Jul-2026 01:10,Cyber Incident,Zone E,Critical,Hotline
INC-100691,06/10/2026 17:52,ENVIRONMENTAL,Zone F,Medium,Auto-Sensor
INC-100692,2026-05-24 07:11,PHYSICAL BREACH,Zone C,High,Auto-Sensor
INC-100693,2026-05-09 11:52,malware detected,Zone G,Medium,Auto-Sensor
INC-100694,10-May-2026 03:37,Intrusion,Zone B,Critical,Hotline
INC-100695,06/06/2026 04:40,Physical Security,Zone A,Medium,Auto-Sensor
INC-100696,05/15/2026 11:21,Environmental Risk,Zone C,Medium,Auto-Sensor
INC-100697,05/29/2026 22:47,weather alert,,High,Auto-Sensor
INC-100698,25-Jul-2026 19:57,Cyber Incident,Zone I,Medium,Hotline
INC-100699,05/12/2026 06:36,intrusion detected,Zone D,,Field Officer
INC-100700,23-Jun-2026 03:24,cyber-intrusion,,Low,SOC Analyst
INC-100701,2026-06-25 22:01,CYBER,Zone F,Medium,Hotline
INC-100702,2026-06-30 15:43,INTRUSION,Zone C,Medium,Field Officer
INC-100703,05/13/2026 07:11,malware detected,Zone G,High,
INC-100704,2026-06-10 12:31,ENVIRONMENTAL,Zone H,Low,
INC-100705,2026-06-09 20:01,malware detected,Zone E,Low,Field Officer
INC-100706,06/27/2026 20:11,cyber-intrusion,Zone I,Medium,Hotline
INC-100707,2026-06-21 20:19,intrusion detected,,High,SOC Analyst
INC-100708,2026-05-20 01:31,intrusion detected,Zone J,High,Field Officer
INC-100709,06/10/2026 13:34,ENVIRONMENTAL,,Medium,Field Officer
INC-100710,06-May-2026 12:51,phishing attempt,Zone F,3,
INC-100711,03-May-2026 06:03,weather alert,Zone A,Low,SOC Analyst
INC-100712,10-Jul-2026 00:31,Intrusion,Zone G,High,Field Officer
INC-100713,04/30/2026 10:52,Intrusion Attempt,Zone H,Medium,Auto-Sensor
INC-100714,25-Jul-2026 09:33,physical breach,Zone D,Medium,Auto-Sensor
INC-100715,13-May-2026 16:20,malware detected,,3,SOC Analyst
INC-100716,25-Jul-2026 14:36,intrusion detected,,Medium,
INC-100717,08-May-2026 19:39,Cyber Incident,Zone F,Medium,Field Officer
INC-100718,03-May-2026 07:38,Cyber Incident,,Low,Auto-Sensor
INC-100719,06/02/2026 00:21,Intrusion Attempt,,Medium,
INC-100720,2026-07-09 17:33,Intrusion Attempt,,Critical,Hotline
INC-100721,2026-06-26 11:11,Intrusion Attempt,Zone E,Critical,
INC-100722,05/11/2026 02:29,Intrusion,Zone J,High,
INC-100723,07/23/2026 22:43,INTRUSION,Zone J,4,Field Officer
INC-100724,2026-05-05 08:35,physical breach,Zone C,Low,Field Officer
INC-100725,29-May-2026 10:14,CYBER,Zone I,Low,
INC-100726,2026-07-11 13:59,unauthorized-access,Zone G,Medium,
INC-100727,2026-05-31 10:19,Environmental Risk,Zone I,High,Field Officer
INC-100728,05/19/2026 07:08,perimeter breach,Zone D,High,SOC Analyst
INC-100729,2026-06-11 09:43,intrusion detected,,Medium,Hotline
INC-100730,20-Jun-2026 20:03,INTRUSION,,Medium,SOC Analyst
INC-100731,2026-05-08 13:13,env. hazard,,3,Field Officer
INC-100732,11-Jul-2026 14:13,N/A,Zone D,3,Auto-Sensor
INC-100733,2026-06-17 17:12,unauthorized-access,,Critical,SOC Analyst
INC-100734,02-Jun-2026 13:16,env. hazard,Zone H,Medium,Field Officer
