feed_id,reported_time,threat_category_raw,confidence_score,source_name,geo_hint
EXT-400313,2026-05-08T05:00:00,Other,71.8,CyberSentry Feed,Southern Belt
EXT-400314,2026-05-14T03:00:00,Intrusion,61.1,ThreatWatch Intl,Northern District
EXT-400315,2026-06-06T18:00:00,Cyber,47.1,ThreatWatch Intl,Eastern Corridor
EXT-400316,2026-07-10T13:00:00,intrusion,99.0,GlobalIntel API,Western Zone
EXT-400317,2026-07-17T21:00:00,Physical,25.7,GlobalIntel API,Zone C
EXT-400318,2026-05-18T19:00:00,CYBER-related,51.2,CyberSentry Feed,Eastern Corridor
EXT-400319,2026-05-30T12:00:00,CYBER-related,68.8,CyberSentry Feed,Eastern Corridor
EXT-400320,2026-05-27T16:00:00,intrusion,20.0,CyberSentry Feed,Eastern Corridor
EXT-400321,2026-07-24T14:00:00,Cyber,89.9,GlobalIntel API,Central Hub
EXT-400322,2026-07-03T16:00:00,Intrusion,64.8,GlobalIntel API,Zone H
EXT-400323,2026-06-21T19:00:00,,79.4,GlobalIntel API,Southern Belt
EXT-400324,2026-07-06T08:00:00,Cyber,38.1,CyberSentry Feed,Western Zone
EXT-400325,2026-07-20T16:00:00,CYBER-related,63.8,GlobalIntel API,Western Zone
EXT-400326,2026-05-17T16:00:00,Environmental,85.9,CyberSentry Feed,Zone A
EXT-400327,2026-07-21T12:00:00,Cyber,61.6,CyberSentry Feed,Central Hub
EXT-400328,2026-06-05T16:00:00,Physical,89.0,CyberSentry Feed,Central Hub
EXT-400329,2026-06-24T02:00:00,CYBER-related,47.0,ThreatWatch Intl,Zone J
EXT-400330,2026-06-19T03:00:00,CYBER-related,72.3,CyberSentry Feed,Zone I
EXT-400331,2026-06-01T00:00:00,CYBER-related,48.5,ThreatWatch Intl,Zone B
EXT-400332,2026-06-25T12:00:00,intrusion,55.3,ThreatWatch Intl,Zone G
EXT-400333,2026-05-10T05:00:00,Other,70.7,CyberSentry Feed,Northern District
EXT-400334,2026-07-06T20:00:00,Intrusion,21.6,OpenCTI Mirror,Zone A
EXT-400335,2026-06-19T06:00:00,Physical,69.0,ThreatWatch Intl,Western Zone
EXT-400336,2026-07-26T02:00:00,,31.2,CyberSentry Feed,Zone J
EXT-400337,2026-07-18T07:00:00,Intrusion,58.0,ThreatWatch Intl,Zone A
EXT-400338,2026-06-12T10:00:00,,96.1,ThreatWatch Intl,Zone G
EXT-400339,2026-07-09T21:00:00,Cyber,43.5,GlobalIntel API,Zone A
EXT-400340,2026-07-05T16:00:00,,56.9,ThreatWatch Intl,Zone H
EXT-400341,2026-07-23T10:00:00,,60.6,ThreatWatch Intl,Zone A
EXT-400342,2026-07-27T18:00:00,intrusion,86.9,GlobalIntel API,Southern Belt
EXT-400343,2026-06-09T05:00:00,Environmental,55.2,GlobalIntel API,Eastern Corridor
EXT-400344,2026-05-30T13:00:00,Physical,49.7,OpenCTI Mirror,Zone F
EXT-400345,2026-07-05T21:00:00,Environmental,99.0,ThreatWatch Intl,Zone D
EXT-400346,2026-07-12T23:00:00,Intrusion,67.1,ThreatWatch Intl,Zone D
EXT-400347,2026-05-11T12:00:00,,57.2,ThreatWatch Intl,Zone F
EXT-400348,2026-05-22T09:00:00,Environmental,50.1,GlobalIntel API,Zone C
EXT-400349,2026-06-13T12:00:00,Intrusion,49.8,GlobalIntel API,Southern Belt
EXT-400350,2026-06-21T17:00:00,CYBER-related,74.3,CyberSentry Feed,Zone B
EXT-400351,2026-05-06T13:00:00,Intrusion,84.6,CyberSentry Feed,Zone H
EXT-400352,2026-06-29T00:00:00,Environmental,75.3,CyberSentry Feed,Zone G
EXT-400353,2026-07-11T17:00:00,Physical,72.1,GlobalIntel API,Southern Belt
EXT-400354,2026-05-15T21:00:00,Environmental,87.4,CyberSentry Feed,Central Hub
EXT-400355,2026-05-27T15:00:00,Environmental,68.2,CyberSentry Feed,Zone B
EXT-400356,2026-07-27T11:00:00,Intrusion,67.4,OpenCTI Mirror,Northern District
EXT-400357,2026-06-22T14:00:00,Intrusion,74.9,GlobalIntel API,Zone J
EXT-400358,2026-05-14T18:00:00,Other,90.5,OpenCTI Mirror,
EXT-400359,2026-07-01T10:00:00,,9.5,GlobalIntel API,Northern District
EXT-400360,2026-07-10T15:00:00,CYBER-related,74.9,OpenCTI Mirror,Zone E
EXT-400361,2026-05-06T10:00:00,Other,38.8,OpenCTI Mirror,Central Hub
EXT-400362,2026-07-21T21:00:00,Other,9.4,CyberSentry Feed,Eastern Corridor
EXT-400363,2026-06-26T15:00:00,Cyber,65.4,GlobalIntel API,Western Zone
EXT-400364,2026-07-08T13:00:00,CYBER-related,78.7,GlobalIntel API,Zone F
EXT-400365,2026-06-26T02:00:00,,55.1,GlobalIntel API,Eastern Corridor
EXT-400366,2026-05-19T17:00:00,,62.0,CyberSentry Feed,Zone H
EXT-400367,2026-06-26T08:00:00,CYBER-related,44.9,ThreatWatch Intl,Eastern Corridor
EXT-400368,2026-07-09T10:00:00,CYBER-related,68.4,ThreatWatch Intl,
EXT-400369,2026-05-04T22:00:00,Physical,99.0,CyberSentry Feed,Eastern Corridor
EXT-400370,2026-07-20T20:00:00,CYBER-related,52.0,ThreatWatch Intl,Zone C
EXT-400371,2026-05-04T19:00:00,CYBER-related,53.5,OpenCTI Mirror,Eastern Corridor
EXT-400372,2026-06-09T02:00:00,Other,68.8,OpenCTI Mirror,Southern Belt
EXT-400373,2026-06-06T23:00:00,Cyber,48.0,ThreatWatch Intl,Western Zone
EXT-400374,2026-06-08T06:00:00,,60.0,GlobalIntel API,Northern District
EXT-400375,2026-05-10T13:00:00,CYBER-related,90.4,OpenCTI Mirror,Zone B
EXT-400376,2026-07-09T15:00:00,CYBER-related,52.2,ThreatWatch Intl,Northern District
EXT-400377,2026-06-26T11:00:00,CYBER-related,89.4,OpenCTI Mirror,Zone J
EXT-400378,2026-07-10T13:00:00,Physical,40.4,OpenCTI Mirror,Zone E
EXT-400379,2026-05-04T17:00:00,Environmental,74.3,ThreatWatch Intl,Western Zone
EXT-400380,2026-06-30T10:00:00,Environmental,41.0,ThreatWatch Intl,Southern Belt
EXT-400381,2026-05-06T12:00:00,Other,74.3,GlobalIntel API,Western Zone
EXT-400382,2026-07-10T11:00:00,Environmental,48.5,ThreatWatch Intl,Zone F
EXT-400383,2026-04-30T02:00:00,intrusion,98.9,OpenCTI Mirror,Southern Belt
EXT-400384,2026-06-29T05:00:00,Physical,56.7,GlobalIntel API,Western Zone
EXT-400385,2026-07-18T11:00:00,Environmental,37.0,OpenCTI Mirror,Southern Belt
EXT-400386,2026-07-22T06:00:00,intrusion,58.3,GlobalIntel API,Zone B
EXT-400387,2026-05-10T02:00:00,Intrusion,62.7,OpenCTI Mirror,Zone I
EXT-400388,2026-06-16T10:00:00,Intrusion,51.9,GlobalIntel API,
EXT-400389,2026-07-11T22:00:00,Cyber,81.3,ThreatWatch Intl,Zone H
EXT-400390,2026-06-07T01:00:00,Physical,56.8,CyberSentry Feed,Zone H
EXT-400391,2026-06-24T16:00:00,Intrusion,72.2,CyberSentry Feed,Zone H
EXT-400392,2026-06-06T00:00:00,Cyber,49.6,OpenCTI Mirror,Zone E
EXT-400393,2026-05-30T07:00:00,Intrusion,44.4,GlobalIntel API,Northern District
EXT-400394,2026-07-17T21:00:00,Environmental,67.3,ThreatWatch Intl,
EXT-400395,2026-06-22T12:00:00,,42.8,ThreatWatch Intl,Eastern Corridor
EXT-400396,2026-06-27T11:00:00,CYBER-related,88.0,OpenCTI Mirror,Eastern Corridor
EXT-400397,2026-07-09T06:00:00,Other,56.9,GlobalIntel API,Zone J
EXT-400398,2026-07-18T22:00:00,Environmental,67.6,CyberSentry Feed,Central Hub
EXT-400399,2026-07-13T12:00:00,Cyber,59.7,CyberSentry Feed,Zone B
EXT-400400,2026-07-15T13:00:00,CYBER-related,53.8,CyberSentry Feed,Eastern Corridor
EXT-400401,2026-05-24T05:00:00,intrusion,59.5,GlobalIntel API,Zone D
EXT-400402,2026-05-04T08:00:00,Other,62.3,ThreatWatch Intl,Eastern Corridor
EXT-400403,2026-06-11T14:00:00,Other,53.2,OpenCTI Mirror,Zone B
EXT-400404,2026-05-09T17:00:00,Other,66.6,GlobalIntel API,Eastern Corridor
EXT-400405,2026-06-09T15:00:00,CYBER-related,75.6,GlobalIntel API,Zone A
EXT-400406,2026-04-29T19:00:00,Intrusion,27.2,CyberSentry Feed,Zone G
EXT-400407,2026-07-25T16:00:00,Intrusion,51.4,ThreatWatch Intl,Central Hub
EXT-400408,2026-06-01T15:00:00,Environmental,25.1,ThreatWatch Intl,Zone G
EXT-400409,2026-07-02T11:00:00,CYBER-related,81.4,CyberSentry Feed,Zone G
EXT-400410,2026-06-09T01:00:00,Physical,81.4,CyberSentry Feed,Northern District
EXT-400411,2026-07-19T03:00:00,Other,99.0,GlobalIntel API,Eastern Corridor
EXT-400412,2026-06-27T02:00:00,Cyber,69.2,ThreatWatch Intl,Zone F
EXT-400413,2026-05-02T06:00:00,CYBER-related,80.4,CyberSentry Feed,Eastern Corridor
EXT-400414,2026-06-29T23:00:00,Cyber,99.0,CyberSentry Feed,Southern Belt
EXT-400415,2026-06-16T07:00:00,Environmental,69.0,ThreatWatch Intl,Zone D
EXT-400416,2026-06-25T01:00:00,Environmental,79.3,CyberSentry Feed,
EXT-400417,2026-05-05T03:00:00,Physical,50.5,CyberSentry Feed,Zone D
EXT-400418,2026-06-19T10:00:00,Physical,45.1,CyberSentry Feed,Zone G
EXT-400419,2026-07-26T07:00:00,,51.7,GlobalIntel API,Zone B
EXT-400420,2026-05-16T00:00:00,Physical,77.4,ThreatWatch Intl,
EXT-400421,2026-06-05T18:00:00,Environmental,43.1,OpenCTI Mirror,Southern Belt
EXT-400422,2026-05-03T20:00:00,Other,34.8,OpenCTI Mirror,Eastern Corridor
EXT-400423,2026-06-27T22:00:00,Physical,69.6,CyberSentry Feed,Zone H
EXT-400424,2026-05-12T06:00:00,intrusion,65.6,CyberSentry Feed,Eastern Corridor
EXT-400425,2026-06-29T19:00:00,Other,96.5,GlobalIntel API,Western Zone
EXT-400426,2026-05-05T11:00:00,,49.3,GlobalIntel API,Zone G
EXT-400427,2026-05-09T00:00:00,Other,67.8,OpenCTI Mirror,Zone I
EXT-400428,2026-06-02T03:00:00,Environmental,70.3,ThreatWatch Intl,Southern Belt
EXT-400429,2026-07-11T14:00:00,CYBER-related,64.8,GlobalIntel API,Zone G
EXT-400430,2026-06-14T22:00:00,Cyber,69.8,CyberSentry Feed,Zone J
EXT-400431,2026-05-24T12:00:00,Cyber,55.2,GlobalIntel API,Eastern Corridor
EXT-400432,2026-07-17T23:00:00,Environmental,65.4,CyberSentry Feed,Southern Belt
EXT-400433,2026-06-20T04:00:00,intrusion,89.0,OpenCTI Mirror,Zone C
EXT-400434,2026-05-06T10:00:00,Environmental,65.3,OpenCTI Mirror,Central Hub
EXT-400435,2026-07-25T16:00:00,Environmental,49.0,GlobalIntel API,Zone F
EXT-400436,2026-06-16T08:00:00,Physical,73.1,CyberSentry Feed,Zone B
EXT-400437,2026-05-13T17:00:00,Cyber,64.8,CyberSentry Feed,Zone B
EXT-400438,2026-07-20T21:00:00,Environmental,59.2,ThreatWatch Intl,Zone D
EXT-400439,2026-07-18T18:00:00,Other,95.2,CyberSentry Feed,
EXT-400440,2026-07-02T03:00:00,Intrusion,99.0,GlobalIntel API,Western Zone
EXT-400441,2026-06-23T21:00:00,CYBER-related,74.9,OpenCTI Mirror,Northern District
EXT-400442,2026-05-14T00:00:00,CYBER-related,40.2,OpenCTI Mirror,
EXT-400443,2026-06-14T19:00:00,,65.0,GlobalIntel API,Central Hub
EXT-400444,2026-05-29T00:00:00,Intrusion,96.6,GlobalIntel API,Western Zone
EXT-400445,2026-06-05T14:00:00,Environmental,41.6,OpenCTI Mirror,Zone A
EXT-400446,2026-05-04T11:00:00,,36.4,GlobalIntel API,Zone J
EXT-400447,2026-06-08T08:00:00,Intrusion,99.0,CyberSentry Feed,Zone F
EXT-400448,2026-06-05T21:00:00,Cyber,54.3,GlobalIntel API,Zone J
EXT-400449,2026-06-03T17:00:00,Cyber,64.1,OpenCTI Mirror,Zone F
EXT-400450,2026-07-01T16:00:00,,83.0,ThreatWatch Intl,Zone D
EXT-400451,2026-06-10T00:00:00,Physical,92.3,ThreatWatch Intl,Central Hub
EXT-400452,2026-05-01T01:00:00,CYBER-related,42.5,GlobalIntel API,Zone H
EXT-400453,2026-06-29T23:00:00,CYBER-related,54.7,ThreatWatch Intl,Zone H
EXT-400454,2026-06-26T06:00:00,Cyber,69.6,GlobalIntel API,Zone E
EXT-400455,2026-06-08T09:00:00,,44.5,OpenCTI Mirror,Central Hub
EXT-400456,2026-05-30T11:00:00,Cyber,90.1,ThreatWatch Intl,Western Zone
EXT-400457,2026-05-25T04:00:00,Intrusion,63.7,GlobalIntel API,Zone H
EXT-400458,2026-05-29T15:00:00,Other,99.0,OpenCTI Mirror,Southern Belt
EXT-400459,2026-06-05T10:00:00,CYBER-related,38.8,GlobalIntel API,Zone D
EXT-400460,2026-06-23T08:00:00,CYBER-related,63.1,CyberSentry Feed,Central Hub
EXT-400461,2026-07-03T08:00:00,Other,99.0,OpenCTI Mirror,Eastern Corridor
EXT-400462,2026-06-11T04:00:00,Intrusion,84.8,GlobalIntel API,Eastern Corridor
EXT-400463,2026-05-30T21:00:00,Physical,65.8,GlobalIntel API,Zone A
EXT-400464,2026-06-07T00:00:00,Intrusion,76.6,ThreatWatch Intl,Zone B
EXT-400465,2026-07-19T12:00:00,Cyber,87.6,GlobalIntel API,Eastern Corridor
EXT-400466,2026-06-26T10:00:00,Physical,68.9,GlobalIntel API,Zone E
EXT-400467,2026-05-12T00:00:00,Environmental,36.3,GlobalIntel API,Zone I
EXT-400468,2026-05-19T08:00:00,,59.1,ThreatWatch Intl,Central Hub
EXT-400469,2026-05-24T04:00:00,CYBER-related,61.6,OpenCTI Mirror,Zone D
EXT-400470,2026-06-26T04:00:00,Physical,80.7,ThreatWatch Intl,Eastern Corridor
EXT-400471,2026-06-17T05:00:00,,9.0,OpenCTI Mirror,Southern Belt
EXT-400472,2026-05-31T16:00:00,Other,71.2,ThreatWatch Intl,Zone E
EXT-400473,2026-07-11T15:00:00,,54.6,OpenCTI Mirror,
EXT-400474,2026-07-21T15:00:00,,61.4,ThreatWatch Intl,Southern Belt
EXT-400475,2026-07-15T19:00:00,,84.9,ThreatWatch Intl,Northern District
EXT-400476,2026-05-15T02:00:00,Other,51.0,ThreatWatch Intl,Zone I
EXT-400477,2026-06-07T21:00:00,Other,89.7,OpenCTI Mirror,Eastern Corridor
EXT-400478,2026-06-17T10:00:00,,58.5,ThreatWatch Intl,Zone J
EXT-400479,2026-05-05T19:00:00,Other,93.7,ThreatWatch Intl,Zone F
EXT-400480,2026-07-23T19:00:00,,43.9,CyberSentry Feed,Zone C
EXT-400481,2026-06-01T08:00:00,Environmental,86.2,CyberSentry Feed,Southern Belt
EXT-400482,2026-07-26T01:00:00,Cyber,78.5,CyberSentry Feed,Central Hub
EXT-400483,2026-05-28T19:00:00,Environmental,78.2,ThreatWatch Intl,Zone J
EXT-400484,2026-07-22T03:00:00,intrusion,86.1,CyberSentry Feed,Central Hub
EXT-400485,2026-06-10T19:00:00,intrusion,61.4,CyberSentry Feed,
EXT-400486,2026-05-12T17:00:00,Other,97.6,ThreatWatch Intl,Zone B
EXT-400487,2026-06-17T04:00:00,,49.0,ThreatWatch Intl,Zone I
EXT-400488,2026-06-24T18:00:00,Physical,59.1,GlobalIntel API,Zone A
EXT-400489,2026-05-04T13:00:00,intrusion,47.6,GlobalIntel API,Eastern Corridor
EXT-400490,2026-05-10T08:00:00,CYBER-related,99.0,OpenCTI Mirror,Zone J
EXT-400491,2026-06-08T06:00:00,Intrusion,58.6,CyberSentry Feed,Northern District
EXT-400492,2026-07-10T10:00:00,Intrusion,46.3,OpenCTI Mirror,Northern District
EXT-400493,2026-06-03T21:00:00,CYBER-related,47.9,GlobalIntel API,Zone C
EXT-400494,2026-07-26T20:00:00,Other,99.0,OpenCTI Mirror,Zone I
EXT-400495,2026-05-10T12:00:00,Other,60.2,CyberSentry Feed,
EXT-400496,2026-07-03T06:00:00,Physical,45.5,OpenCTI Mirror,Southern Belt
EXT-400497,2026-06-16T02:00:00,Intrusion,38.6,OpenCTI Mirror,Western Zone
EXT-400498,2026-07-23T10:00:00,Environmental,45.4,GlobalIntel API,Southern Belt
EXT-400499,2026-05-20T06:00:00,Cyber,24.2,CyberSentry Feed,Zone B
EXT-400500,2026-05-31T04:00:00,Environmental,75.3,GlobalIntel API,
EXT-400501,2026-05-05T15:00:00,intrusion,65.6,ThreatWatch Intl,Zone I
EXT-400502,2026-05-01T23:00:00,Cyber,42.2,OpenCTI Mirror,Zone G
EXT-400503,2026-07-13T09:00:00,Cyber,42.9,ThreatWatch Intl,Zone G
EXT-400504,2026-06-12T13:00:00,Environmental,51.8,ThreatWatch Intl,Zone D
EXT-400505,2026-05-23T21:00:00,intrusion,91.1,CyberSentry Feed,Zone H
EXT-400506,2026-07-19T06:00:00,CYBER-related,70.7,GlobalIntel API,Western Zone
EXT-400507,2026-06-16T19:00:00,,80.6,OpenCTI Mirror,Western Zone
EXT-400508,2026-07-18T14:00:00,Environmental,33.2,OpenCTI Mirror,Zone F
EXT-400509,2026-06-22T08:00:00,intrusion,61.5,OpenCTI Mirror,Central Hub
EXT-400510,2026-05-23T13:00:00,Physical,49.1,ThreatWatch Intl,Zone F
EXT-400511,2026-06-27T14:00:00,,45.5,GlobalIntel API,Zone A
EXT-400512,2026-07-26T05:00:00,intrusion,93.5,GlobalIntel API,Southern Belt
EXT-400513,2026-05-06T17:00:00,Physical,97.8,ThreatWatch Intl,Central Hub
EXT-400514,2026-07-25T14:00:00,Intrusion,68.3,GlobalIntel API,Zone F
EXT-400515,2026-07-18T23:00:00,Physical,54.6,OpenCTI Mirror,Zone E
EXT-400516,2026-06-15T03:00:00,,42.5,CyberSentry Feed,Zone D
EXT-400517,2026-05-17T19:00:00,CYBER-related,62.6,GlobalIntel API,Zone F
EXT-400518,2026-06-06T00:00:00,CYBER-related,56.2,CyberSentry Feed,
EXT-400519,2026-07-11T20:00:00,CYBER-related,76.4,CyberSentry Feed,Zone G
EXT-400520,2026-05-15T05:00:00,Physical,79.8,CyberSentry Feed,Western Zone
EXT-400521,2026-05-21T01:00:00,,56.2,GlobalIntel API,Zone J
EXT-400522,2026-05-02T12:00:00,intrusion,46.2,GlobalIntel API,Southern Belt
EXT-400523,2026-05-01T11:00:00,Physical,66.5,ThreatWatch Intl,Zone E
EXT-400524,2026-05-31T18:00:00,Physical,57.0,CyberSentry Feed,Zone E
EXT-400525,2026-05-23T08:00:00,intrusion,22.2,OpenCTI Mirror,Zone E
EXT-400526,2026-06-15T11:00:00,intrusion,61.5,OpenCTI Mirror,Zone H
EXT-400527,2026-06-22T09:00:00,Physical,49.5,CyberSentry Feed,Northern District
EXT-400528,2026-06-14T20:00:00,Intrusion,72.9,CyberSentry Feed,Zone E
EXT-400529,2026-07-17T04:00:00,Other,67.8,OpenCTI Mirror,Eastern Corridor
EXT-400530,2026-05-04T22:00:00,Physical,48.0,GlobalIntel API,Northern District
EXT-400531,2026-05-02T14:00:00,Environmental,92.2,ThreatWatch Intl,Zone H
EXT-400532,2026-07-13T15:00:00,CYBER-related,74.7,CyberSentry Feed,Northern District
EXT-400533,2026-06-07T15:00:00,Intrusion,25.0,OpenCTI Mirror,Eastern Corridor
EXT-400534,2026-07-26T08:00:00,,98.6,GlobalIntel API,Zone C
EXT-400535,2026-07-12T00:00:00,Environmental,44.5,CyberSentry Feed,Zone I
EXT-400536,2026-05-23T02:00:00,Intrusion,64.3,ThreatWatch Intl,Zone H
EXT-400537,2026-05-02T07:00:00,Environmental,59.0,ThreatWatch Intl,Zone F
EXT-400538,2026-06-06T04:00:00,Other,52.2,OpenCTI Mirror,Southern Belt
EXT-400539,2026-04-30T08:00:00,Other,75.1,GlobalIntel API,Zone H
EXT-400540,2026-07-10T17:00:00,Intrusion,73.1,OpenCTI Mirror,Zone E
EXT-400541,2026-06-15T22:00:00,Cyber,61.3,OpenCTI Mirror,Zone C
EXT-400542,2026-06-06T07:00:00,Other,41.6,CyberSentry Feed,Northern District
EXT-400543,2026-07-09T14:00:00,intrusion,89.1,CyberSentry Feed,Northern District
EXT-400544,2026-07-25T21:00:00,Environmental,35.2,ThreatWatch Intl,Zone F
EXT-400545,2026-07-20T06:00:00,CYBER-related,60.0,OpenCTI Mirror,Southern Belt
EXT-400546,2026-06-09T02:00:00,Other,35.5,CyberSentry Feed,Zone B
EXT-400547,2026-05-10T11:00:00,Environmental,62.9,GlobalIntel API,Eastern Corridor
EXT-400548,2026-06-30T18:00:00,Other,68.3,OpenCTI Mirror,Zone B
EXT-400549,2026-05-02T22:00:00,CYBER-related,60.8,OpenCTI Mirror,Zone I
EXT-400550,2026-06-12T03:00:00,intrusion,68.0,OpenCTI Mirror,Zone B
EXT-400551,2026-05-06T21:00:00,Physical,90.5,GlobalIntel API,Zone F
EXT-400552,2026-07-24T21:00:00,Other,66.8,ThreatWatch Intl,
EXT-400553,2026-06-29T02:00:00,Physical,73.7,GlobalIntel API,Zone J
EXT-400554,2026-06-05T02:00:00,Physical,45.0,GlobalIntel API,
EXT-400555,2026-06-13T08:00:00,Other,42.3,ThreatWatch Intl,Zone F
EXT-400556,2026-07-26T00:00:00,Physical,67.9,ThreatWatch Intl,Central Hub
EXT-400557,2026-05-28T07:00:00,intrusion,55.6,CyberSentry Feed,Zone B
EXT-400558,2026-06-29T13:00:00,CYBER-related,81.3,ThreatWatch Intl,Zone H
EXT-400559,2026-05-15T17:00:00,Environmental,58.6,GlobalIntel API,Western Zone
EXT-400560,2026-05-18T18:00:00,Environmental,45.1,GlobalIntel API,Central Hub
EXT-400561,2026-05-05T08:00:00,Intrusion,78.8,CyberSentry Feed,
EXT-400562,2026-06-13T23:00:00,Other,46.4,OpenCTI Mirror,Zone B
EXT-400563,2026-07-23T07:00:00,Intrusion,69.1,CyberSentry Feed,Western Zone
EXT-400564,2026-05-23T09:00:00,Other,39.6,GlobalIntel API,Zone A
EXT-400565,2026-06-10T05:00:00,,59.3,ThreatWatch Intl,Zone B
EXT-400566,2026-05-18T23:00:00,CYBER-related,82.0,GlobalIntel API,Zone J
EXT-400567,2026-06-26T06:00:00,Environmental,70.8,GlobalIntel API,Northern District
EXT-400568,2026-05-16T21:00:00,intrusion,85.1,GlobalIntel API,
EXT-400569,2026-05-03T16:00:00,Intrusion,91.2,OpenCTI Mirror,Zone J
EXT-400570,2026-06-29T08:00:00,intrusion,86.0,ThreatWatch Intl,Central Hub
EXT-400571,2026-07-09T09:00:00,Other,76.3,CyberSentry Feed,Zone H
EXT-400572,2026-06-25T05:00:00,Cyber,31.7,CyberSentry Feed,Southern Belt
EXT-400573,2026-05-08T08:00:00,CYBER-related,96.8,GlobalIntel API,
EXT-400574,2026-07-01T06:00:00,intrusion,39.6,GlobalIntel API,Northern District
EXT-400575,2026-07-16T13:00:00,,76.8,ThreatWatch Intl,Zone J
EXT-400576,2026-06-12T23:00:00,Intrusion,64.5,CyberSentry Feed,Zone G
EXT-400577,2026-04-30T16:00:00,Physical,41.8,OpenCTI Mirror,Zone A
EXT-400578,2026-06-10T08:00:00,,34.5,OpenCTI Mirror,Zone G
EXT-400579,2026-06-20T14:00:00,CYBER-related,74.0,GlobalIntel API,Northern District
EXT-400580,2026-07-14T16:00:00,Physical,99.0,GlobalIntel API,Western Zone
EXT-400581,2026-05-13T04:00:00,CYBER-related,99.0,OpenCTI Mirror,Zone E
EXT-400582,2026-05-21T23:00:00,,24.7,ThreatWatch Intl,Eastern Corridor
EXT-400583,2026-06-19T01:00:00,Cyber,84.9,GlobalIntel API,Western Zone
EXT-400584,2026-07-18T22:00:00,,74.9,ThreatWatch Intl,Eastern Corridor
EXT-400585,2026-07-08T05:00:00,,47.4,ThreatWatch Intl,Zone E
EXT-400586,2026-06-12T02:00:00,CYBER-related,61.7,ThreatWatch Intl,Zone B
EXT-400587,2026-05-23T14:00:00,Intrusion,65.2,CyberSentry Feed,Zone B
EXT-400588,2026-05-29T14:00:00,Intrusion,73.7,GlobalIntel API,Zone E
EXT-400589,2026-06-28T05:00:00,intrusion,81.3,CyberSentry Feed,Zone D
EXT-400590,2026-05-21T09:00:00,CYBER-related,62.2,GlobalIntel API,Northern District
EXT-400591,2026-07-19T13:00:00,intrusion,40.7,CyberSentry Feed,Zone B
EXT-400592,2026-07-18T09:00:00,Cyber,64.3,ThreatWatch Intl,Central Hub
EXT-400593,2026-06-02T13:00:00,Intrusion,78.2,ThreatWatch Intl,Zone F
EXT-400594,2026-06-07T03:00:00,,86.8,ThreatWatch Intl,Eastern Corridor
EXT-400595,2026-05-28T14:00:00,,71.3,GlobalIntel API,Eastern Corridor
EXT-400596,2026-07-04T03:00:00,Cyber,52.2,CyberSentry Feed,Zone C
EXT-400597,2026-07-07T00:00:00,,61.5,OpenCTI Mirror,Zone C
EXT-400598,2026-06-24T11:00:00,Cyber,60.3,ThreatWatch Intl,Northern District
EXT-400599,2026-06-11T07:00:00,intrusion,23.0,CyberSentry Feed,Southern Belt
EXT-400600,2026-07-24T16:00:00,,71.3,OpenCTI Mirror,Zone A
EXT-400601,2026-06-19T14:00:00,Cyber,49.8,CyberSentry Feed,Zone H
EXT-400602,2026-06-27T00:00:00,,80.2,ThreatWatch Intl,Zone I
EXT-400603,2026-05-20T07:00:00,Other,77.0,OpenCTI Mirror,Zone A
EXT-400604,2026-04-29T19:00:00,Intrusion,57.9,ThreatWatch Intl,Zone H
EXT-400605,2026-07-03T21:00:00,intrusion,43.0,CyberSentry Feed,Central Hub
EXT-400606,2026-07-02T00:00:00,CYBER-related,93.3,CyberSentry Feed,Zone H
EXT-400607,2026-06-04T22:00:00,Other,76.6,GlobalIntel API,Eastern Corridor
EXT-400608,2026-05-22T02:00:00,,47.8,OpenCTI Mirror,Zone G
EXT-400609,2026-06-26T12:00:00,Intrusion,14.9,CyberSentry Feed,Zone F
EXT-400610,2026-06-18T12:00:00,Physical,93.7,OpenCTI Mirror,
EXT-400611,2026-06-13T10:00:00,Cyber,73.6,CyberSentry Feed,Zone J
EXT-400612,2026-07-26T00:00:00,Cyber,70.8,GlobalIntel API,Southern Belt
EXT-400613,2026-05-10T05:00:00,Physical,40.4,GlobalIntel API,
EXT-400614,2026-06-01T11:00:00,CYBER-related,64.9,OpenCTI Mirror,Northern District
EXT-400615,2026-07-23T13:00:00,Physical,60.9,ThreatWatch Intl,Northern District
EXT-400616,2026-06-09T20:00:00,,61.4,OpenCTI Mirror,Eastern Corridor
EXT-400617,2026-07-05T03:00:00,Physical,55.8,ThreatWatch Intl,Southern Belt
EXT-400618,2026-05-17T11:00:00,Environmental,85.0,CyberSentry Feed,Zone B
EXT-400619,2026-05-06T02:00:00,intrusion,58.4,ThreatWatch Intl,Zone E
EXT-400620,2026-07-11T08:00:00,Environmental,77.0,CyberSentry Feed,Zone C
EXT-400621,2026-07-13T21:00:00,Physical,52.6,GlobalIntel API,Western Zone
EXT-400622,2026-07-23T23:00:00,CYBER-related,45.7,GlobalIntel API,Southern Belt
EXT-400623,2026-06-05T17:00:00,Physical,63.0,OpenCTI Mirror,Zone C
EXT-400624,2026-05-22T23:00:00,CYBER-related,65.0,ThreatWatch Intl,Zone B
EXT-400625,2026-06-27T09:00:00,intrusion,55.2,OpenCTI Mirror,Central Hub
EXT-400626,2026-06-07T04:00:00,Intrusion,30.0,CyberSentry Feed,Eastern Corridor
EXT-400627,2026-06-09T06:00:00,CYBER-related,46.8,OpenCTI Mirror,Zone E
