response_id,dispatch_time,arrival_time,unit,zone_code,response_status,shift
OPS-200295,2026-07-10 22:54,2026-07-10 22:58,Bravo Unit,A,Resolved,Night
OPS-200296,2026-06-02 07:09,2026-06-02 07:19,Foxtrot Unit,E,Resolved,Day
OPS-200297,2026-07-13 05:38,2026-07-13 05:41,Bravo Unit,B,Resolved,Night
OPS-200298,2026-07-15 11:25,2026-07-15 11:43,Bravo Unit,E,Resolved,Day
OPS-200299,2026-06-06 20:34,2026-06-06 20:44,Bravo Unit,A,Escalated,Night
OPS-200300,2026-06-17 23:09,2026-06-17 23:15,Charlie Unit,E,Resolved,Night
OPS-200301,2026-07-14 02:02,2026-07-14 02:11,Bravo Unit,B,Resolved,Night
OPS-200302,2026-07-14 12:29,2026-07-14 12:39,Alpha Unit,J,Escalated,Day
OPS-200303,2026-06-08 21:31,2026-06-08 21:41,Golf Unit,F,Escalated,Night
OPS-200304,2026-05-08 03:13,2026-05-08 03:19,Delta Unit,C,Resolved,Night
OPS-200305,2026-06-29 13:47,2026-06-29 13:56,Delta Unit,F,Resolved,Day
OPS-200306,2026-07-06 08:58,2026-07-06 09:09,Delta Unit,F,Resolved,Day
OPS-200307,2026-07-07 05:37,2026-07-07 05:50,Charlie Unit,J,Resolved,Night
OPS-200308,2026-05-17 22:00,2026-05-17 22:08,Echo Unit,H,Resolved,Night
OPS-200309,2026-06-25 00:19,2026-06-25 00:29,Bravo Unit,G,Closed,Night
OPS-200310,2026-05-12 10:28,2026-05-12 10:42,Alpha Unit,E,Closed,Day
OPS-200311,2026-07-11 18:27,2026-07-11 18:42,Delta Unit,B,Resolved,Night
OPS-200312,2026-07-06 09:43,2026-07-06 09:55,Hotel Unit,E,Resolved,Day
OPS-200313,2026-05-31 17:16,2026-05-31 17:27,Foxtrot Unit,C,Resolved,Day
OPS-200314,2026-06-11 16:02,2026-06-11 16:09,Delta Unit,C,Resolved,Day
OPS-200315,2026-05-21 14:56,2026-05-21 15:11,Charlie Unit,D,Resolved,Day
OPS-200316,2026-06-20 20:38,2026-06-20 20:53,Foxtrot Unit,D,Resolved,Night
OPS-200317,2026-06-26 16:54,2026-06-26 17:09,Foxtrot Unit,D,Resolved,Day
OPS-200318,2026-06-06 23:47,2026-06-06 23:57,Delta Unit,A,Under Investigation,Night
OPS-200319,2026-06-21 11:09,2026-06-21 11:20,Golf Unit,G,Resolved,Day
OPS-200320,2026-05-08 17:10,2026-05-08 17:20,Delta Unit,E,Resolved,Day
OPS-200321,2026-06-06 12:18,2026-06-06 12:25,Echo Unit,H,Resolved,Day
OPS-200322,2026-04-29 11:27,2026-04-29 11:29,Alpha Unit,A,Resolved,Day
OPS-200323,2026-05-03 23:38,2026-05-03 23:44,Alpha Unit,H,Closed,Night
OPS-200324,2026-05-03 01:02,2026-05-03 01:12,Hotel Unit,F,Closed,Night
OPS-200325,2026-05-11 21:18,2026-05-11 21:28,Golf Unit,I,Resolved,Night
OPS-200326,2026-06-16 20:44,2026-06-16 20:53,Delta Unit,J,Under Investigation,Night
OPS-200327,2026-07-17 14:00,2026-07-17 14:06,Echo Unit,A,Closed,Day
OPS-200328,2026-07-08 21:06,2026-07-08 21:20,Delta Unit,F,Resolved,Night
OPS-200329,2026-05-29 19:37,2026-05-29 19:44,Charlie Unit,F,Resolved,Night
OPS-200330,2026-05-23 11:05,2026-05-23 11:20,Delta Unit,G,Resolved,Day
OPS-200331,2026-05-02 17:19,2026-05-02 17:32,Foxtrot Unit,C,Under Investigation,Day
OPS-200332,2026-05-13 03:18,2026-05-13 03:20,Golf Unit,B,Under Investigation,Night
OPS-200333,2026-05-27 21:01,2026-05-27 21:04,Echo Unit,I,Under Investigation,Night
OPS-200334,2026-06-30 01:45,2026-06-30 01:52,Hotel Unit,I,Resolved,Night
OPS-200335,2026-06-24 11:47,2026-06-24 11:56,Delta Unit,E,Resolved,Day
OPS-200336,2026-06-18 00:25,2026-06-18 00:36,Hotel Unit,E,Resolved,Night
OPS-200337,2026-06-25 10:01,2026-06-25 10:10,Bravo Unit,A,Resolved,Day
OPS-200338,2026-05-16 05:08,2026-05-16 05:17,Foxtrot Unit,I,Resolved,Night
OPS-200339,2026-07-11 17:48,2026-07-11 17:57,Charlie Unit,H,Resolved,Day
OPS-200340,2026-07-18 06:26,2026-07-18 06:40,Delta Unit,G,Under Investigation,Day
OPS-200341,2026-05-14 01:58,2026-05-14 02:06,Echo Unit,E,Under Investigation,Night
OPS-200342,2026-05-05 14:00,2026-05-05 14:02,Foxtrot Unit,G,Resolved,Day
OPS-200343,2026-07-22 14:14,2026-07-22 14:33,Bravo Unit,J,Closed,Day
OPS-200344,2026-05-20 18:55,2026-05-20 19:05,Charlie Unit,G,Resolved,Night
OPS-200345,2026-05-26 19:21,2026-05-26 19:38,Alpha Unit,D,Resolved,Night
OPS-200346,2026-05-14 10:19,2026-05-14 10:34,Alpha Unit,B,Escalated,Day
OPS-200347,2026-07-05 21:56,2026-07-05 22:09,Golf Unit,G,Under Investigation,Night
OPS-200348,2026-06-05 12:55,2026-06-05 13:00,Golf Unit,E,Under Investigation,Day
OPS-200349,2026-04-30 18:19,2026-04-30 18:26,Foxtrot Unit,J,Escalated,Night
OPS-200350,2026-07-07 12:50,2026-07-07 12:59,Bravo Unit,F,Under Investigation,Day
OPS-200351,2026-05-20 05:35,2026-05-20 05:42,Echo Unit,E,Resolved,Night
OPS-200352,2026-07-03 12:10,2026-07-03 12:24,Bravo Unit,H,Escalated,Day
OPS-200353,2026-05-03 00:29,2026-05-03 00:48,Foxtrot Unit,D,Escalated,Night
OPS-200354,2026-06-17 09:01,2026-06-17 09:23,Delta Unit,D,Resolved,Day
OPS-200355,2026-07-25 20:25,2026-07-25 20:41,Echo Unit,B,Resolved,Night
OPS-200356,2026-07-07 14:49,2026-07-07 14:58,Charlie Unit,G,Under Investigation,Day
OPS-200357,2026-05-30 20:15,2026-05-30 20:21,Delta Unit,F,Resolved,Night
OPS-200358,2026-05-23 09:18,2026-05-23 09:26,Bravo Unit,C,Resolved,Day
OPS-200359,2026-05-24 16:20,2026-05-24 16:26,Foxtrot Unit,F,Closed,Day
OPS-200360,2026-06-26 03:23,2026-06-26 03:29,Hotel Unit,I,Resolved,Night
OPS-200361,2026-05-19 23:29,2026-05-19 23:36,Alpha Unit,H,Under Investigation,Night
OPS-200362,2026-05-27 15:28,2026-05-27 15:43,Charlie Unit,A,Closed,Day
OPS-200363,2026-06-06 21:34,2026-06-06 21:39,Echo Unit,G,Resolved,Night
OPS-200364,2026-06-04 10:47,2026-06-04 10:53,Golf Unit,H,Resolved,Day
OPS-200365,2026-05-02 11:16,2026-05-02 11:29,Hotel Unit,D,Resolved,Day
OPS-200366,2026-05-29 22:04,2026-05-29 22:14,Charlie Unit,B,Resolved,Night
OPS-200367,2026-07-15 05:02,2026-07-15 05:13,Delta Unit,F,Resolved,Night
OPS-200368,2026-06-12 06:52,2026-06-12 07:09,Echo Unit,D,Resolved,Day
OPS-200369,2026-06-29 01:12,2026-06-29 01:22,Delta Unit,B,Resolved,Night
OPS-200370,2026-05-23 23:23,2026-05-23 23:35,Bravo Unit,F,Resolved,Night
OPS-200371,2026-05-15 13:05,2026-05-15 13:19,Bravo Unit,I,Closed,Day
OPS-200372,2026-06-27 14:24,2026-06-27 14:41,Charlie Unit,H,Resolved,Day
OPS-200373,2026-05-23 05:34,2026-05-23 05:52,Alpha Unit,J,Closed,Night
OPS-200374,2026-05-27 02:50,2026-05-27 03:02,Charlie Unit,J,Resolved,Night
OPS-200375,2026-06-11 19:23,2026-06-11 19:36,Charlie Unit,C,Closed,Night
OPS-200376,2026-05-03 07:22,2026-05-03 07:29,Charlie Unit,A,Resolved,Day
OPS-200377,2026-06-11 05:45,2026-06-11 05:53,Foxtrot Unit,I,Resolved,Night
OPS-200378,2026-06-30 19:18,2026-06-30 19:27,Charlie Unit,C,Under Investigation,Night
OPS-200379,2026-05-19 19:44,2026-05-19 19:52,Hotel Unit,G,Under Investigation,Night
OPS-200380,2026-05-28 14:04,2026-05-28 14:16,Alpha Unit,C,Resolved,Day
OPS-200381,2026-06-20 09:28,2026-06-20 09:36,Charlie Unit,C,Under Investigation,Day
OPS-200382,2026-06-13 19:04,2026-06-13 19:10,Golf Unit,I,Resolved,Night
OPS-200383,2026-07-26 08:34,2026-07-26 08:48,Delta Unit,F,Under Investigation,Day
OPS-200384,2026-06-11 01:59,2026-06-11 02:09,Charlie Unit,C,Resolved,Night
OPS-200385,2026-05-23 19:18,2026-05-23 19:32,Bravo Unit,A,Resolved,Night
OPS-200386,2026-06-21 05:53,2026-06-21 06:03,Delta Unit,G,Resolved,Night
OPS-200387,2026-06-26 13:56,2026-06-26 14:07,Delta Unit,F,Resolved,Day
OPS-200388,2026-06-26 19:28,2026-06-26 19:38,Alpha Unit,A,Resolved,Night
OPS-200389,2026-07-27 14:51,2026-07-27 15:17,Delta Unit,D,Resolved,Day
OPS-200390,2026-06-27 08:43,2026-06-27 08:51,Alpha Unit,J,Escalated,Day
OPS-200391,2026-05-11 23:12,2026-05-11 23:21,Echo Unit,B,Resolved,Night
OPS-200392,2026-06-09 02:43,2026-06-09 02:50,Bravo Unit,H,Closed,Night
OPS-200393,2026-06-28 17:28,2026-06-28 17:34,Bravo Unit,H,Escalated,Day
OPS-200394,2026-07-07 22:38,2026-07-07 22:46,Golf Unit,C,Resolved,Night
OPS-200395,2026-07-06 01:49,2026-07-06 01:59,Delta Unit,A,Under Investigation,Night
OPS-200396,2026-05-09 06:09,2026-05-09 06:15,Bravo Unit,F,Under Investigation,Day
OPS-200397,2026-05-16 05:30,2026-05-16 05:51,Bravo Unit,J,Resolved,Night
OPS-200398,2026-07-23 21:00,2026-07-23 21:07,Golf Unit,I,Resolved,Night
OPS-200399,2026-05-21 08:13,2026-05-21 08:19,Echo Unit,B,Resolved,Day
OPS-200400,2026-06-30 17:21,2026-06-30 17:23,Golf Unit,E,Resolved,Day
OPS-200401,2026-06-03 15:47,2026-06-03 15:56,Delta Unit,E,Resolved,Day
OPS-200402,2026-06-13 02:42,2026-06-13 02:52,Foxtrot Unit,J,Resolved,Night
OPS-200403,2026-05-10 15:34,2026-05-10 15:49,Alpha Unit,D,Resolved,Day
OPS-200404,2026-06-17 12:14,2026-06-17 12:24,Bravo Unit,E,Resolved,Day
OPS-200405,2026-07-10 02:40,2026-07-10 02:50,Hotel Unit,H,Resolved,Night
OPS-200406,2026-06-18 03:56,2026-06-18 04:00,Echo Unit,C,Resolved,Night
OPS-200407,2026-04-29 06:17,2026-04-29 06:24,Alpha Unit,J,Resolved,Day
OPS-200408,2026-06-29 04:43,2026-06-29 04:49,Alpha Unit,J,Resolved,Night
OPS-200409,2026-06-17 09:57,2026-06-17 10:16,Echo Unit,D,Under Investigation,Day
OPS-200410,2026-07-21 15:45,2026-07-21 15:57,Charlie Unit,E,Escalated,Day
OPS-200411,2026-05-07 13:02,2026-05-07 13:19,Alpha Unit,D,Resolved,Day
OPS-200412,2026-06-12 19:00,2026-06-12 19:13,Delta Unit,B,Under Investigation,Night
OPS-200413,2026-06-09 01:31,2026-06-09 01:44,Hotel Unit,J,Resolved,Night
OPS-200414,2026-06-16 11:33,2026-06-16 11:45,Echo Unit,B,Resolved,Day
OPS-200415,2026-05-14 17:05,2026-05-14 17:13,Foxtrot Unit,E,Escalated,Day
OPS-200416,2026-06-14 04:47,2026-06-14 05:04,Foxtrot Unit,E,Resolved,Night
OPS-200417,2026-07-03 11:05,2026-07-03 11:07,Echo Unit,H,Resolved,Day
OPS-200418,2026-04-29 16:50,2026-04-29 17:04,Alpha Unit,G,Resolved,Day
OPS-200419,2026-06-04 10:05,2026-06-04 10:12,Hotel Unit,B,Under Investigation,Day
OPS-200420,2026-06-22 15:34,2026-06-22 15:48,Alpha Unit,J,Closed,Day
OPS-200421,2026-05-21 00:36,2026-05-21 00:45,Hotel Unit,H,Under Investigation,Night
OPS-200422,2026-05-01 11:03,2026-05-01 11:11,Echo Unit,A,Resolved,Day
OPS-200423,2026-05-31 11:44,2026-05-31 11:49,Hotel Unit,C,Resolved,Day
OPS-200424,2026-05-06 08:49,2026-05-06 09:09,Delta Unit,D,Under Investigation,Day
OPS-200425,2026-06-29 13:16,2026-06-29 13:21,Delta Unit,B,Resolved,Day
OPS-200426,2026-05-14 15:45,2026-05-14 15:51,Bravo Unit,I,Closed,Day
OPS-200427,2026-07-24 15:57,2026-07-24 16:01,Golf Unit,F,Under Investigation,Day
OPS-200428,2026-06-27 23:23,2026-06-27 23:28,Delta Unit,C,Closed,Night
OPS-200429,2026-05-01 04:47,2026-05-01 04:49,Alpha Unit,J,Resolved,Night
OPS-200430,2026-06-21 08:27,2026-06-21 08:32,Alpha Unit,E,Under Investigation,Day
OPS-200431,2026-05-27 07:44,2026-05-27 07:51,Foxtrot Unit,A,Resolved,Day
OPS-200432,2026-04-30 19:26,2026-04-30 19:32,Foxtrot Unit,B,Resolved,Night
OPS-200433,2026-07-08 21:29,2026-07-08 21:43,Hotel Unit,B,Resolved,Night
OPS-200434,2026-06-09 00:08,2026-06-09 00:15,Echo Unit,A,Under Investigation,Night
OPS-200435,2026-06-15 07:15,2026-06-15 07:25,Foxtrot Unit,J,Resolved,Day
OPS-200436,2026-05-02 01:55,2026-05-02 01:59,Charlie Unit,J,Resolved,Night
OPS-200437,2026-05-25 09:13,2026-05-25 09:21,Hotel Unit,C,Resolved,Day
OPS-200438,2026-05-05 20:09,2026-05-05 20:21,Foxtrot Unit,H,Resolved,Night
OPS-200439,2026-06-01 00:53,2026-06-01 01:05,Hotel Unit,J,Resolved,Night
OPS-200440,2026-06-22 09:21,2026-06-22 09:28,Golf Unit,G,Closed,Day
OPS-200441,2026-07-18 00:34,2026-07-18 00:44,Foxtrot Unit,E,Under Investigation,Night
OPS-200442,2026-07-01 11:31,2026-07-01 11:40,Alpha Unit,I,Resolved,Day
OPS-200443,2026-05-24 20:45,2026-05-24 20:57,Alpha Unit,G,Escalated,Night
OPS-200444,2026-06-10 04:58,2026-06-10 05:04,Alpha Unit,I,Closed,Night
OPS-200445,2026-07-23 11:01,2026-07-23 11:05,Bravo Unit,E,Resolved,Day
OPS-200446,2026-05-02 03:57,2026-05-02 04:05,Alpha Unit,F,Resolved,Night
OPS-200447,2026-06-02 12:36,2026-06-02 12:46,Golf Unit,F,Resolved,Day
OPS-200448,2026-05-19 21:13,2026-05-19 21:26,Delta Unit,G,Resolved,Night
OPS-200449,2026-07-13 10:42,2026-07-13 10:54,Bravo Unit,E,Under Investigation,Day
OPS-200450,2026-05-20 00:42,2026-05-20 00:55,Echo Unit,C,Under Investigation,Night
OPS-200451,2026-05-25 14:42,2026-05-25 14:56,Echo Unit,D,Resolved,Day
OPS-200452,2026-05-27 03:58,2026-05-27 04:02,Hotel Unit,H,Resolved,Night
OPS-200453,2026-05-17 10:41,2026-05-17 10:52,Echo Unit,E,Resolved,Day
OPS-200454,2026-07-02 19:42,2026-07-02 19:49,Echo Unit,J,Under Investigation,Night
OPS-200455,2026-06-28 14:17,2026-06-28 14:31,Bravo Unit,A,Resolved,Day
OPS-200456,2026-07-17 09:48,2026-07-17 10:06,Charlie Unit,D,Resolved,Day
OPS-200457,2026-06-16 08:26,2026-06-16 08:37,Alpha Unit,F,Under Investigation,Day
OPS-200458,2026-07-02 05:06,2026-07-02 05:17,Bravo Unit,C,Under Investigation,Night
OPS-200459,2026-05-23 05:59,2026-05-23 06:09,Alpha Unit,H,Escalated,Night
OPS-200460,2026-07-02 18:24,2026-07-02 18:36,Golf Unit,G,Resolved,Night
OPS-200461,2026-05-11 02:07,2026-05-11 02:14,Hotel Unit,G,Under Investigation,Night
OPS-200462,2026-06-04 01:20,2026-06-04 01:28,Foxtrot Unit,I,Closed,Night
OPS-200463,2026-07-13 23:38,2026-07-13 23:48,Hotel Unit,D,Resolved,Night
OPS-200464,2026-07-17 01:30,2026-07-17 01:37,Echo Unit,H,Under Investigation,Night
OPS-200465,2026-05-21 13:39,2026-05-21 13:50,Charlie Unit,H,Closed,Day
OPS-200466,2026-05-17 13:40,2026-05-17 13:49,Bravo Unit,A,Resolved,Day
OPS-200467,2026-07-16 15:47,2026-07-16 16:01,Alpha Unit,A,Closed,Day
OPS-200468,2026-06-30 17:10,2026-06-30 17:20,Delta Unit,C,Resolved,Day
OPS-200469,2026-06-28 16:59,2026-06-28 17:19,Golf Unit,D,Under Investigation,Day
OPS-200470,2026-05-28 01:14,2026-05-28 01:35,Alpha Unit,D,Resolved,Night
OPS-200471,2026-05-29 19:29,2026-05-29 19:37,Charlie Unit,C,Resolved,Night
OPS-200472,2026-05-16 09:49,2026-05-16 09:58,Charlie Unit,G,Closed,Day
OPS-200473,2026-06-04 13:24,2026-06-04 13:38,Delta Unit,I,Closed,Day
OPS-200474,2026-05-31 04:56,2026-05-31 05:03,Bravo Unit,E,Resolved,Night
OPS-200475,2026-06-15 07:22,2026-06-15 07:34,Bravo Unit,E,Escalated,Day
OPS-200476,2026-06-26 17:10,2026-06-26 17:19,Alpha Unit,A,Resolved,Day
OPS-200477,2026-07-05 08:17,2026-07-05 08:27,Hotel Unit,G,Escalated,Day
OPS-200478,2026-06-27 06:32,2026-06-27 06:44,Echo Unit,F,Escalated,Day
OPS-200479,2026-07-20 15:04,2026-07-20 15:18,Golf Unit,B,Resolved,Day
OPS-200480,2026-04-30 07:50,2026-04-30 07:58,Golf Unit,I,Escalated,Day
OPS-200481,2026-04-29 09:59,2026-04-29 10:04,Bravo Unit,G,Under Investigation,Day
OPS-200482,2026-05-12 14:21,2026-05-12 14:27,Charlie Unit,A,Resolved,Day
OPS-200483,2026-07-27 06:49,2026-07-27 07:05,Charlie Unit,D,Resolved,Day
OPS-200484,2026-06-27 20:23,2026-06-27 20:29,Bravo Unit,F,Resolved,Night
OPS-200485,2026-07-15 19:33,2026-07-15 19:53,Delta Unit,D,Resolved,Night
OPS-200486,2026-07-15 19:25,2026-07-15 19:37,Bravo Unit,J,Resolved,Night
OPS-200487,2026-07-14 20:11,2026-07-14 20:26,Foxtrot Unit,D,Closed,Night
OPS-200488,2026-06-30 08:46,2026-06-30 08:53,Alpha Unit,B,Resolved,Day
OPS-200489,2026-07-18 07:18,2026-07-18 07:34,Echo Unit,G,Resolved,Day
OPS-200490,2026-07-13 16:56,2026-07-13 17:06,Echo Unit,E,Escalated,Day
OPS-200491,2026-07-10 13:02,2026-07-10 13:15,Echo Unit,I,Resolved,Day
OPS-200492,2026-07-06 04:47,2026-07-06 04:50,Echo Unit,E,Escalated,Night
OPS-200493,2026-05-27 17:46,2026-05-27 18:03,Golf Unit,B,Resolved,Day
OPS-200494,2026-05-25 00:06,2026-05-25 00:12,Golf Unit,A,Resolved,Night
OPS-200495,2026-07-24 19:27,2026-07-24 19:43,Golf Unit,I,Resolved,Night
OPS-200496,2026-05-10 22:58,2026-05-10 23:07,Alpha Unit,A,Resolved,Night
OPS-200497,2026-05-14 18:56,2026-05-14 19:03,Foxtrot Unit,B,Resolved,Night
OPS-200498,2026-05-20 22:59,2026-05-20 23:11,Delta Unit,E,Resolved,Night
OPS-200499,2026-06-17 04:51,2026-06-17 05:03,Delta Unit,B,Resolved,Night
OPS-200500,2026-07-09 04:56,2026-07-09 04:59,Bravo Unit,B,Resolved,Night
OPS-200501,2026-05-14 02:52,2026-05-14 03:08,Foxtrot Unit,D,Resolved,Night
OPS-200502,2026-05-28 08:34,2026-05-28 08:42,Bravo Unit,C,Resolved,Day
OPS-200503,2026-07-26 17:17,2026-07-26 17:24,Charlie Unit,J,Resolved,Day
OPS-200504,2026-07-03 08:16,2026-07-03 08:21,Alpha Unit,F,Under Investigation,Day
OPS-200505,2026-07-01 03:31,2026-07-01 03:45,Golf Unit,J,Under Investigation,Night
OPS-200506,2026-07-01 19:54,2026-07-01 20:07,Hotel Unit,H,Under Investigation,Night
OPS-200507,2026-05-11 12:47,2026-05-11 12:57,Delta Unit,B,Resolved,Day
OPS-200508,2026-06-29 19:22,2026-06-29 19:30,Delta Unit,C,Resolved,Night
OPS-200509,2026-07-05 08:30,2026-07-05 08:39,Hotel Unit,I,Resolved,Day
OPS-200510,2026-05-02 12:52,2026-05-02 13:01,Bravo Unit,A,Closed,Day
OPS-200511,2026-05-10 12:30,2026-05-10 12:43,Charlie Unit,C,Resolved,Day
OPS-200512,2026-07-15 08:26,2026-07-15 08:32,Echo Unit,B,Resolved,Day
OPS-200513,2026-06-18 15:51,2026-06-18 16:02,Delta Unit,A,Escalated,Day
OPS-200514,2026-05-15 15:15,2026-05-15 15:23,Delta Unit,F,Closed,Day
OPS-200515,2026-07-03 01:30,2026-07-03 01:38,Hotel Unit,F,Resolved,Night
OPS-200516,2026-07-24 17:08,2026-07-24 17:17,Delta Unit,H,Resolved,Day
OPS-200517,2026-05-18 06:02,2026-05-18 06:04,Charlie Unit,I,Under Investigation,Day
OPS-200518,2026-07-12 11:33,2026-07-12 11:38,Golf Unit,I,Escalated,Day
OPS-200519,2026-07-24 00:03,2026-07-24 00:26,Alpha Unit,D,Under Investigation,Night
OPS-200520,2026-07-06 13:28,2026-07-06 13:36,Hotel Unit,C,Escalated,Day
OPS-200521,2026-05-29 09:43,2026-05-29 09:50,Bravo Unit,B,Under Investigation,Day
OPS-200522,2026-06-02 02:42,2026-06-02 02:48,Alpha Unit,F,Escalated,Night
OPS-200523,2026-05-12 16:24,2026-05-12 16:32,Foxtrot Unit,H,Under Investigation,Day
OPS-200524,2026-07-13 11:16,2026-07-13 11:20,Golf Unit,F,Under Investigation,Day
OPS-200525,2026-05-13 23:01,2026-05-13 23:12,Delta Unit,J,Closed,Night
OPS-200526,2026-06-02 20:57,2026-06-02 21:03,Bravo Unit,H,Resolved,Night
OPS-200527,2026-07-27 00:40,2026-07-27 00:50,Bravo Unit,E,Resolved,Night
OPS-200528,2026-06-08 20:39,2026-06-08 20:47,Alpha Unit,B,Under Investigation,Night
OPS-200529,2026-06-26 13:37,2026-06-26 13:45,Echo Unit,H,Under Investigation,Day
OPS-200530,2026-06-18 10:08,2026-06-18 10:21,Echo Unit,B,Under Investigation,Day
OPS-200531,2026-07-04 02:24,2026-07-04 02:33,Bravo Unit,C,Closed,Night
OPS-200532,2026-06-30 11:44,2026-06-30 11:56,Alpha Unit,E,Under Investigation,Day
OPS-200533,2026-06-05 04:26,2026-06-05 04:30,Golf Unit,G,Resolved,Night
OPS-200534,2026-05-01 20:27,2026-05-01 20:38,Hotel Unit,B,Resolved,Night
OPS-200535,2026-07-04 04:31,2026-07-04 04:37,Charlie Unit,A,Resolved,Night
OPS-200536,2026-06-07 12:33,2026-06-07 12:40,Golf Unit,G,Resolved,Day
OPS-200537,2026-05-25 00:35,2026-05-25 00:53,Delta Unit,J,Under Investigation,Night
OPS-200538,2026-07-05 17:29,2026-07-05 17:37,Alpha Unit,J,Resolved,Day
OPS-200539,2026-05-20 07:44,2026-05-20 07:59,Alpha Unit,A,Under Investigation,Day
OPS-200540,2026-06-29 07:02,2026-06-29 07:17,Echo Unit,I,Escalated,Day
OPS-200541,2026-05-20 19:54,2026-05-20 20:09,Bravo Unit,D,Resolved,Night
OPS-200542,2026-05-19 16:43,2026-05-19 16:56,Echo Unit,E,Resolved,Day
OPS-200543,2026-07-27 20:27,2026-07-27 20:34,Golf Unit,I,Resolved,Night
OPS-200544,2026-06-20 11:25,2026-06-20 11:31,Foxtrot Unit,A,Escalated,Day
OPS-200545,2026-07-14 03:48,2026-07-14 03:56,Alpha Unit,E,Resolved,Night
OPS-200546,2026-05-02 16:20,2026-05-02 16:39,Delta Unit,D,Under Investigation,Day
OPS-200547,2026-07-21 12:37,2026-07-21 12:49,Echo Unit,J,Resolved,Day
OPS-200548,2026-05-06 21:50,2026-05-06 21:57,Delta Unit,I,Under Investigation,Night
OPS-200549,2026-07-08 23:39,2026-07-08 23:49,Charlie Unit,J,Under Investigation,Night
OPS-200550,2026-06-13 20:15,2026-06-13 20:24,Bravo Unit,A,Resolved,Night
OPS-200551,2026-05-20 22:19,2026-05-20 22:28,Echo Unit,C,Resolved,Night
OPS-200552,2026-05-20 07:56,2026-05-20 08:10,Charlie Unit,G,Resolved,Day
OPS-200553,2026-05-29 02:56,2026-05-29 03:15,Alpha Unit,D,Closed,Night
OPS-200554,2026-06-30 08:40,2026-06-30 08:45,Alpha Unit,H,Under Investigation,Day
OPS-200555,2026-05-11 07:09,2026-05-11 07:24,Bravo Unit,F,Under Investigation,Day
OPS-200556,2026-05-24 03:18,2026-05-24 03:27,Hotel Unit,A,Escalated,Night
OPS-200557,2026-06-28 06:34,2026-06-28 06:54,Charlie Unit,D,Resolved,Day
OPS-200558,2026-07-27 18:18,2026-07-27 18:25,Hotel Unit,H,Resolved,Night
OPS-200559,2026-06-15 08:34,2026-06-15 08:45,Alpha Unit,H,Resolved,Day
OPS-200560,2026-06-29 11:13,2026-06-29 11:27,Delta Unit,J,Closed,Day
OPS-200561,2026-05-25 16:54,2026-05-25 17:02,Bravo Unit,H,Resolved,Day
OPS-200562,2026-05-30 13:23,2026-05-30 13:33,Alpha Unit,G,Under Investigation,Day
OPS-200563,2026-06-27 08:30,2026-06-27 08:40,Alpha Unit,J,Resolved,Day
OPS-200564,2026-05-15 17:50,2026-05-15 18:08,Foxtrot Unit,D,Under Investigation,Day
OPS-200565,2026-05-02 09:22,2026-05-02 09:31,Echo Unit,I,Under Investigation,Day
OPS-200566,2026-05-20 05:30,2026-05-20 05:36,Echo Unit,C,Resolved,Night
OPS-200567,2026-06-05 08:07,2026-06-05 08:16,Foxtrot Unit,A,Resolved,Day
OPS-200568,2026-05-18 20:37,2026-05-18 20:40,Delta Unit,A,Resolved,Night
OPS-200569,2026-05-03 04:31,2026-05-03 04:42,Charlie Unit,A,Resolved,Night
OPS-200570,2026-07-11 03:28,2026-07-11 03:35,Alpha Unit,H,Resolved,Night
OPS-200571,2026-06-17 23:56,2026-06-18 00:03,Hotel Unit,F,Closed,Night
OPS-200572,2026-05-16 13:42,2026-05-16 13:55,Delta Unit,H,Resolved,Day
OPS-200573,2026-06-08 08:20,2026-06-08 08:31,Echo Unit,J,Under Investigation,Day
OPS-200574,2026-05-14 17:47,2026-05-14 17:52,Echo Unit,G,Under Investigation,Day
OPS-200575,2026-05-27 10:23,2026-05-27 10:33,Foxtrot Unit,F,Resolved,Day
OPS-200576,2026-07-25 15:06,2026-07-25 15:12,Delta Unit,B,Under Investigation,Day
OPS-200577,2026-07-11 09:15,2026-07-11 09:24,Charlie Unit,F,Under Investigation,Day
OPS-200578,2026-04-29 22:20,2026-04-29 22:27,Hotel Unit,B,Closed,Night
OPS-200579,2026-06-07 08:12,2026-06-07 08:20,Bravo Unit,B,Resolved,Day
OPS-200580,2026-07-12 06:18,2026-07-12 06:30,Bravo Unit,F,Resolved,Day
OPS-200581,2026-05-07 05:56,2026-05-07 06:09,Bravo Unit,A,Resolved,Night
OPS-200582,2026-07-26 02:29,2026-07-26 02:35,Golf Unit,A,Under Investigation,Night
OPS-200583,2026-05-24 22:09,2026-05-24 22:29,Hotel Unit,D,Escalated,Night
OPS-200584,2026-07-15 03:37,2026-07-15 03:48,Echo Unit,I,Closed,Night
OPS-200585,2026-05-28 05:26,2026-05-28 05:37,Charlie Unit,F,Under Investigation,Night
OPS-200586,2026-07-21 05:28,2026-07-21 05:31,Hotel Unit,F,Resolved,Night
OPS-200587,2026-05-10 08:49,2026-05-10 08:56,Hotel Unit,A,Escalated,Day
OPS-200588,2026-05-11 09:17,2026-05-11 09:31,Hotel Unit,D,Resolved,Day
OPS-200589,2026-05-28 23:07,2026-05-28 23:15,Golf Unit,C,Resolved,Night
OPS-200590,2026-05-12 09:55,2026-05-12 10:09,Bravo Unit,E,Escalated,Day
