reading_id,reading_time,zone_code,temperature_c,humidity_pct,risk_factor_code,anomaly_flag
ENV-300397,2026-05-26 18:00,I,18.6,52.6,EF-03,False
ENV-300398,2026-07-09 09:00,H,23.3,46.7,EF-04,False
ENV-300399,2026-06-09 03:00,A,23.9,84.8,EF-07,False
ENV-300400,2026-07-04 17:00,D,22.2,74.9,EF-07,False
ENV-300401,2026-06-30 00:00,I,32.0,74.0,EF-05,False
ENV-300402,2026-05-11 07:00,F,24.5,72.0,EF-02,False
ENV-300403,2026-06-29 14:00,E,25.8,23.9,EF-01,False
ENV-300404,2026-07-09 01:00,I,27.1,56.6,EF-02,False
ENV-300405,2026-05-14 14:00,A,28.9,71.9,EF-02,False
ENV-300406,2026-05-22 08:00,C,30.9,46.8,EF-06,False
ENV-300407,2026-04-30 11:00,E,24.6,78.0,EF-06,False
ENV-300408,2026-05-06 12:00,A,28.7,57.7,EF-04,False
ENV-300409,2026-05-01 11:00,B,27.5,53.6,EF-04,False
ENV-300410,2026-04-29 21:00,I,27.2,65.5,EF-07,False
ENV-300411,2026-05-29 18:00,G,24.4,32.5,EF-05,False
ENV-300412,2026-06-20 13:00,J,30.2,42.8,EF-06,False
ENV-300413,2026-05-25 17:00,H,27.8,44.9,EF-07,False
ENV-300414,2026-07-10 20:00,G,28.8,44.6,EF-02,False
ENV-300415,2026-06-04 03:00,G,20.6,55.6,EF-05,False
ENV-300416,2026-07-15 18:00,A,12.3,70.2,EF-07,False
ENV-300417,2026-07-04 18:00,I,36.4,55.2,EF-07,False
ENV-300418,2026-05-24 07:00,A,15.5,72.6,EF-04,False
ENV-300419,2026-07-09 19:00,J,26.3,42.0,EF-08,False
ENV-300420,2026-07-23 05:00,F,22.0,55.3,EF-07,False
ENV-300421,2026-06-24 23:00,I,24.3,48.1,EF-02,False
ENV-300422,2026-07-05 08:00,C,23.7,60.2,EF-01,False
ENV-300423,2026-07-06 19:00,D,26.1,43.7,EF-08,False
ENV-300424,2026-05-26 16:00,H,23.9,42.7,EF-02,False
ENV-300425,2026-07-26 00:00,I,30.8,59.0,EF-07,False
ENV-300426,2026-06-30 04:00,D,32.2,50.5,EF-07,False
ENV-300427,2026-05-23 16:00,F,24.1,62.3,EF-04,False
ENV-300428,2026-05-10 12:00,H,18.9,45.6,EF-04,False
ENV-300429,2026-05-08 16:00,F,24.8,37.7,EF-03,False
ENV-300430,2026-07-25 23:00,G,26.6,64.9,EF-07,False
ENV-300431,2026-07-10 07:00,A,26.5,78.8,EF-06,False
ENV-300432,2026-06-02 23:00,E,34.3,76.5,EF-04,False
ENV-300433,2026-07-20 13:00,E,33.3,44.1,EF-01,False
ENV-300434,2026-06-07 13:00,I,21.7,55.5,EF-03,False
ENV-300435,2026-07-06 10:00,J,31.2,51.8,EF-02,False
ENV-300436,2026-07-02 22:00,G,28.6,39.8,EF-07,False
ENV-300437,2026-06-16 13:00,F,28.3,62.9,EF-03,False
ENV-300438,2026-05-15 14:00,A,19.4,53.4,EF-03,False
ENV-300439,2026-07-12 04:00,C,29.9,88.0,EF-01,False
ENV-300440,2026-05-20 22:00,F,27.1,70.6,EF-07,False
ENV-300441,2026-06-10 17:00,J,21.6,38.7,EF-04,False
ENV-300442,2026-07-17 00:00,I,23.2,30.8,EF-07,True
ENV-300443,2026-07-23 10:00,G,23.0,72.4,EF-02,False
ENV-300444,2026-05-12 12:00,G,19.3,75.5,EF-03,False
ENV-300445,2026-05-13 11:00,D,28.7,70.6,EF-02,False
ENV-300446,2026-06-13 15:00,B,29.5,45.5,EF-05,False
ENV-300447,2026-07-11 12:00,J,23.5,73.7,EF-03,False
ENV-300448,2026-05-13 03:00,G,30.8,55.6,EF-03,False
ENV-300449,2026-05-01 13:00,C,27.7,45.9,EF-04,False
ENV-300450,2026-05-21 16:00,B,28.7,45.7,EF-02,False
ENV-300451,2026-05-18 13:00,F,33.4,59.0,EF-05,False
ENV-300452,2026-07-23 02:00,J,37.2,56.2,EF-05,False
ENV-300453,2026-05-16 11:00,D,26.7,56.7,EF-03,False
ENV-300454,2026-05-01 14:00,D,29.7,55.1,EF-06,False
ENV-300455,2026-06-21 17:00,I,24.6,51.4,EF-07,False
ENV-300456,2026-06-22 00:00,E,30.7,47.5,EF-07,False
ENV-300457,2026-06-26 01:00,J,34.9,75.3,EF-07,False
ENV-300458,2026-06-02 01:00,G,39.3,49.6,EF-08,False
ENV-300459,2026-06-04 06:00,D,33.0,49.2,EF-06,False
ENV-300460,2026-05-29 19:00,C,26.7,53.7,EF-05,False
ENV-300461,2026-07-08 03:00,B,33.3,45.7,EF-07,False
ENV-300462,2026-07-17 21:00,G,31.6,55.1,EF-04,False
ENV-300463,2026-06-28 18:00,B,19.1,48.5,EF-05,False
ENV-300464,2026-05-24 07:00,H,27.8,72.8,EF-01,False
ENV-300465,2026-06-28 06:00,B,24.1,71.1,EF-01,False
ENV-300466,2026-07-11 18:00,H,24.4,49.6,EF-05,False
ENV-300467,2026-05-14 15:00,J,25.8,52.4,EF-08,False
ENV-300468,2026-07-26 02:00,E,23.2,36.8,EF-02,False
ENV-300469,2026-07-15 11:00,F,24.7,52.5,EF-04,False
ENV-300470,2026-07-26 11:00,I,23.6,57.5,EF-05,False
ENV-300471,2026-07-03 13:00,F,34.6,59.9,EF-05,False
ENV-300472,2026-06-17 22:00,G,22.4,68.5,EF-02,False
ENV-300473,2026-07-23 06:00,F,19.5,42.8,EF-07,False
ENV-300474,2026-07-08 12:00,I,34.4,49.1,EF-01,False
ENV-300475,2026-06-14 11:00,B,20.6,49.6,EF-08,False
ENV-300476,2026-05-01 04:00,C,32.9,46.8,EF-04,False
ENV-300477,2026-05-31 10:00,J,24.1,90.4,EF-06,False
ENV-300478,2026-06-02 17:00,H,24.3,39.2,EF-07,False
ENV-300479,2026-05-22 02:00,D,25.0,48.1,EF-03,False
ENV-300480,2026-07-04 23:00,H,31.3,49.8,EF-06,False
ENV-300481,2026-07-16 03:00,B,28.9,67.0,EF-07,True
ENV-300482,2026-05-21 20:00,H,26.3,53.3,EF-08,False
ENV-300483,2026-05-02 23:00,D,27.1,49.9,EF-05,False
ENV-300484,2026-06-21 05:00,E,19.9,53.6,EF-06,False
ENV-300485,2026-06-30 23:00,G,26.3,57.7,EF-03,False
ENV-300486,2026-06-18 00:00,I,27.0,64.7,EF-02,False
ENV-300487,2026-07-06 20:00,H,30.4,46.2,EF-04,False
ENV-300488,2026-07-25 02:00,B,30.3,68.7,EF-05,False
ENV-300489,2026-07-26 21:00,J,34.3,72.9,EF-06,False
ENV-300490,2026-05-31 14:00,A,27.5,42.2,EF-01,False
ENV-300491,2026-05-20 04:00,H,28.5,63.0,EF-07,False
ENV-300492,2026-05-16 15:00,C,22.3,73.9,EF-01,False
ENV-300493,2026-07-17 09:00,J,37.6,75.8,EF-07,True
ENV-300494,2026-05-06 09:00,H,27.9,68.2,EF-01,False
ENV-300495,2026-06-29 06:00,D,20.4,48.4,EF-01,False
ENV-300496,2026-05-22 10:00,G,22.3,55.4,EF-03,False
ENV-300497,2026-07-04 18:00,J,33.8,47.8,EF-02,False
ENV-300498,2026-06-20 16:00,B,23.3,72.1,EF-08,False
ENV-300499,2026-06-05 12:00,I,34.9,79.2,EF-02,False
ENV-300500,2026-07-10 08:00,G,31.9,55.2,EF-01,False
ENV-300501,2026-07-14 17:00,J,24.0,56.0,EF-05,False
ENV-300502,2026-06-14 19:00,I,25.9,36.3,EF-01,False
ENV-300503,2026-05-25 09:00,G,32.6,65.8,EF-03,False
ENV-300504,2026-05-27 10:00,J,24.1,55.8,EF-01,False
ENV-300505,2026-05-15 09:00,I,25.2,81.2,EF-02,False
ENV-300506,2026-05-23 12:00,I,25.3,50.7,EF-08,False
ENV-300507,2026-07-26 23:00,D,33.1,64.9,EF-08,False
ENV-300508,2026-05-18 19:00,C,31.0,87.9,EF-03,False
ENV-300509,2026-06-22 09:00,G,25.9,34.4,EF-06,False
ENV-300510,2026-06-12 12:00,H,27.5,71.9,EF-05,False
ENV-300511,2026-06-11 23:00,H,31.1,44.9,EF-01,False
ENV-300512,2026-05-13 03:00,C,21.1,69.5,EF-08,False
ENV-300513,2026-05-23 05:00,J,29.1,40.3,EF-04,False
ENV-300514,2026-07-02 05:00,B,25.9,87.9,EF-04,False
ENV-300515,2026-06-29 05:00,D,19.2,52.0,EF-07,False
ENV-300516,2026-07-03 19:00,A,28.6,39.7,EF-03,False
ENV-300517,2026-07-26 18:00,G,24.6,48.5,EF-05,False
ENV-300518,2026-06-17 07:00,J,14.5,75.3,EF-05,False
ENV-300519,2026-07-20 21:00,D,25.8,41.2,EF-03,False
ENV-300520,2026-07-02 12:00,C,22.8,53.0,EF-01,False
ENV-300521,2026-06-15 07:00,F,26.9,57.4,EF-02,False
ENV-300522,2026-06-16 09:00,E,27.5,44.7,EF-05,False
ENV-300523,2026-06-24 23:00,D,32.2,23.5,EF-08,False
ENV-300524,2026-05-08 16:00,I,29.2,62.0,EF-08,False
ENV-300525,2026-06-06 22:00,E,30.0,61.8,EF-06,False
ENV-300526,2026-07-05 03:00,J,28.7,58.2,EF-01,False
ENV-300527,2026-06-27 05:00,I,24.3,73.6,EF-06,False
ENV-300528,2026-07-16 15:00,B,22.2,60.3,EF-01,False
ENV-300529,2026-07-25 19:00,D,17.5,70.9,EF-03,False
ENV-300530,2026-05-28 09:00,A,27.5,73.6,EF-03,False
ENV-300531,2026-07-05 14:00,G,30.9,55.3,EF-05,False
ENV-300532,2026-07-25 13:00,J,26.7,95.0,EF-02,False
ENV-300533,2026-05-15 03:00,J,22.1,49.2,EF-01,False
ENV-300534,2026-07-10 10:00,I,38.2,47.8,EF-07,False
ENV-300535,2026-06-25 11:00,D,25.0,48.2,EF-08,False
ENV-300536,2026-06-01 17:00,I,32.6,39.7,EF-01,False
ENV-300537,2026-05-24 06:00,I,24.1,32.2,EF-08,False
ENV-300538,2026-07-05 14:00,F,30.6,62.0,EF-07,False
ENV-300539,2026-06-21 18:00,G,33.3,25.5,EF-07,False
ENV-300540,2026-06-23 12:00,F,28.1,47.9,EF-08,False
ENV-300541,2026-05-24 23:00,D,20.5,64.3,EF-01,False
ENV-300542,2026-06-12 00:00,D,25.2,47.3,EF-03,False
ENV-300543,2026-07-20 03:00,J,18.5,69.1,EF-03,False
ENV-300544,2026-06-27 05:00,A,28.0,63.7,EF-06,False
ENV-300545,2026-05-03 07:00,E,30.3,54.3,EF-03,False
ENV-300546,2026-07-02 18:00,C,24.6,55.8,EF-08,False
ENV-300547,2026-06-01 14:00,F,32.4,56.6,EF-07,False
ENV-300548,2026-05-01 19:00,E,29.6,34.0,EF-04,False
ENV-300549,2026-05-14 13:00,H,28.3,52.6,EF-01,False
ENV-300550,2026-06-04 01:00,J,15.9,56.3,EF-04,False
ENV-300551,2026-07-08 12:00,G,33.1,60.2,EF-01,False
ENV-300552,2026-07-26 06:00,C,24.7,44.9,EF-03,False
ENV-300553,2026-07-20 14:00,F,18.4,39.6,EF-01,False
ENV-300554,2026-05-07 19:00,D,18.5,61.7,EF-07,False
ENV-300555,2026-07-06 08:00,I,26.8,52.2,EF-07,False
ENV-300556,2026-07-14 13:00,E,28.4,92.4,EF-04,False
ENV-300557,2026-05-25 09:00,F,19.7,53.8,EF-01,False
ENV-300558,2026-07-06 02:00,J,18.8,54.1,EF-03,False
ENV-300559,2026-06-04 08:00,C,19.4,55.6,EF-06,False
ENV-300560,2026-05-22 04:00,C,23.8,47.0,EF-06,False
ENV-300561,2026-07-19 09:00,D,24.0,44.7,EF-04,False
ENV-300562,2026-05-01 03:00,J,36.3,68.7,EF-03,False
ENV-300563,2026-06-15 13:00,A,32.6,54.9,EF-03,False
ENV-300564,2026-05-19 16:00,B,17.6,46.1,EF-07,False
ENV-300565,2026-05-29 21:00,I,26.6,56.3,EF-07,False
ENV-300566,2026-05-19 15:00,H,27.8,46.6,EF-02,False
ENV-300567,2026-07-05 08:00,B,30.1,72.4,EF-07,False
ENV-300568,2026-05-01 08:00,A,33.1,63.4,EF-06,False
ENV-300569,2026-07-11 04:00,E,25.0,62.4,EF-06,False
ENV-300570,2026-06-25 12:00,C,22.7,60.0,EF-02,False
ENV-300571,2026-05-07 22:00,G,25.3,39.6,EF-03,False
ENV-300572,2026-05-08 13:00,A,40.1,39.8,EF-03,False
ENV-300573,2026-05-22 00:00,F,28.8,50.2,EF-05,False
ENV-300574,2026-06-16 18:00,J,32.6,29.4,EF-06,False
ENV-300575,2026-07-26 11:00,B,19.2,57.6,EF-04,False
ENV-300576,2026-06-26 00:00,J,29.3,81.3,EF-08,False
ENV-300577,2026-07-06 15:00,C,37.8,12.3,EF-05,False
ENV-300578,2026-06-30 13:00,B,28.7,46.2,EF-06,False
ENV-300579,2026-05-18 08:00,H,19.2,67.4,EF-01,False
ENV-300580,2026-05-28 22:00,G,21.3,63.3,EF-01,False
ENV-300581,2026-06-14 18:00,A,25.4,76.4,EF-02,False
ENV-300582,2026-07-20 19:00,D,29.6,50.9,EF-05,False
ENV-300583,2026-05-28 05:00,B,34.6,63.5,EF-07,False
ENV-300584,2026-06-29 07:00,I,29.3,71.8,EF-01,False
ENV-300585,2026-04-30 10:00,C,28.3,65.1,EF-06,False
ENV-300586,2026-04-30 12:00,J,28.7,55.6,EF-04,False
ENV-300587,2026-06-20 01:00,J,36.9,46.6,EF-01,False
ENV-300588,2026-05-16 09:00,E,27.3,54.7,EF-01,False
ENV-300589,2026-06-17 05:00,D,30.3,10.0,EF-05,False
ENV-300590,2026-05-26 01:00,A,22.7,23.8,EF-08,False
ENV-300591,2026-06-22 02:00,I,28.9,88.9,EF-03,False
ENV-300592,2026-06-22 23:00,E,23.3,76.5,EF-05,False
ENV-300593,2026-06-25 02:00,J,25.1,59.9,EF-05,False
ENV-300594,2026-07-08 19:00,B,21.3,81.0,EF-04,False
ENV-300595,2026-06-23 23:00,H,25.4,59.7,EF-01,False
ENV-300596,2026-06-24 20:00,H,31.4,55.4,EF-08,False
ENV-300597,2026-05-18 02:00,H,25.1,70.2,EF-01,False
ENV-300598,2026-06-03 11:00,B,35.1,52.8,EF-06,False
ENV-300599,2026-07-10 05:00,A,20.9,51.0,EF-08,False
ENV-300600,2026-05-06 12:00,G,25.0,53.4,EF-04,False
ENV-300601,2026-06-17 19:00,E,29.2,56.9,EF-04,False
ENV-300602,2026-06-27 15:00,H,35.5,57.7,EF-08,False
ENV-300603,2026-06-06 12:00,E,29.6,73.8,EF-04,False
ENV-300604,2026-05-14 11:00,H,23.4,48.8,EF-01,False
ENV-300605,2026-05-28 20:00,B,34.5,53.1,EF-08,False
ENV-300606,2026-07-02 08:00,J,30.2,44.9,EF-03,False
ENV-300607,2026-07-08 01:00,I,22.8,44.6,EF-02,False
ENV-300608,2026-07-25 00:00,I,20.5,31.6,EF-01,False
ENV-300609,2026-06-18 17:00,A,36.1,41.9,EF-01,False
ENV-300610,2026-05-31 09:00,A,32.6,68.5,EF-07,False
ENV-300611,2026-06-13 08:00,J,27.5,67.6,EF-08,False
ENV-300612,2026-05-29 23:00,I,20.2,35.5,EF-04,False
ENV-300613,2026-06-24 01:00,E,27.8,81.3,EF-04,False
ENV-300614,2026-04-29 20:00,C,26.5,65.4,EF-06,False
ENV-300615,2026-06-26 11:00,F,30.6,48.0,EF-07,False
ENV-300616,2026-06-28 09:00,A,24.2,45.8,EF-05,False
ENV-300617,2026-06-15 02:00,G,21.0,80.0,EF-04,False
ENV-300618,2026-04-30 21:00,A,32.9,53.9,EF-05,False
ENV-300619,2026-07-16 17:00,D,18.5,50.5,EF-07,True
ENV-300620,2026-04-30 10:00,J,28.4,47.3,EF-06,False
ENV-300621,2026-07-23 11:00,G,29.9,50.2,EF-03,False
ENV-300622,2026-06-04 11:00,C,24.0,48.1,EF-01,False
ENV-300623,2026-06-29 09:00,G,29.7,50.3,EF-06,False
ENV-300624,2026-07-15 11:00,G,28.3,55.7,EF-01,False
ENV-300625,2026-07-02 01:00,I,27.5,71.8,EF-01,False
ENV-300626,2026-05-16 00:00,H,25.4,47.6,EF-03,False
ENV-300627,2026-06-29 16:00,C,32.2,62.8,EF-02,False
ENV-300628,2026-07-04 20:00,J,23.6,63.2,EF-07,False
ENV-300629,2026-07-21 23:00,E,28.5,46.8,EF-05,False
ENV-300630,2026-05-30 12:00,A,21.7,53.0,EF-06,False
ENV-300631,2026-06-17 23:00,E,22.6,61.0,EF-03,False
ENV-300632,2026-06-21 07:00,A,28.1,48.1,EF-07,False
ENV-300633,2026-07-14 09:00,H,28.1,52.8,EF-04,False
ENV-300634,2026-05-03 05:00,A,34.8,26.7,EF-06,False
ENV-300635,2026-07-08 16:00,F,20.7,79.7,EF-06,False
ENV-300636,2026-06-01 19:00,G,23.0,47.8,EF-03,False
ENV-300637,2026-05-20 17:00,H,18.7,49.9,EF-01,False
ENV-300638,2026-04-29 02:00,I,31.5,56.4,EF-04,False
ENV-300639,2026-06-27 09:00,H,20.7,61.5,EF-05,False
ENV-300640,2026-07-19 06:00,I,21.5,72.1,EF-07,False
ENV-300641,2026-05-27 05:00,D,28.6,63.3,EF-01,False
ENV-300642,2026-06-04 00:00,G,32.1,52.8,EF-05,False
ENV-300643,2026-04-29 05:00,G,26.3,27.7,EF-02,False
ENV-300644,2026-06-17 14:00,B,23.7,58.4,EF-02,False
ENV-300645,2026-06-14 03:00,J,28.9,57.7,EF-04,False
ENV-300646,2026-07-05 23:00,I,27.8,51.7,EF-05,False
ENV-300647,2026-06-05 18:00,F,22.9,52.9,EF-05,False
ENV-300648,2026-06-05 16:00,H,28.0,65.0,EF-07,False
ENV-300649,2026-05-20 11:00,E,37.0,42.1,EF-05,False
ENV-300650,2026-06-28 13:00,B,25.9,57.8,EF-02,False
ENV-300651,2026-07-23 00:00,I,28.4,77.1,EF-06,False
ENV-300652,2026-06-12 05:00,B,20.6,59.2,EF-05,False
ENV-300653,2026-05-26 15:00,I,36.2,55.4,EF-04,False
ENV-300654,2026-07-13 17:00,J,35.8,83.9,EF-05,False
ENV-300655,2026-07-24 03:00,I,28.6,63.7,EF-03,False
ENV-300656,2026-06-19 01:00,D,24.7,77.7,EF-03,False
ENV-300657,2026-05-23 02:00,E,28.8,46.5,EF-08,False
ENV-300658,2026-05-14 13:00,H,21.0,51.0,EF-05,False
ENV-300659,2026-05-20 12:00,E,24.5,41.6,EF-04,False
ENV-300660,2026-06-09 04:00,F,28.8,51.4,EF-05,False
ENV-300661,2026-05-11 11:00,F,26.3,41.7,EF-02,False
ENV-300662,2026-06-21 02:00,E,32.9,50.1,EF-03,False
ENV-300663,2026-06-02 21:00,F,24.0,50.5,EF-08,False
ENV-300664,2026-07-27 04:00,H,31.0,72.2,EF-04,False
ENV-300665,2026-06-01 01:00,B,26.7,64.3,EF-07,False
ENV-300666,2026-06-24 02:00,J,32.1,50.9,EF-01,False
ENV-300667,2026-04-30 10:00,D,26.4,38.3,EF-08,False
ENV-300668,2026-05-07 12:00,E,31.8,30.2,EF-02,False
ENV-300669,2026-05-16 03:00,E,22.3,81.4,EF-02,False
ENV-300670,2026-05-29 19:00,J,21.9,57.1,EF-08,False
ENV-300671,2026-06-13 11:00,E,29.2,35.2,EF-05,False
ENV-300672,2026-05-07 02:00,G,27.6,60.6,EF-06,False
ENV-300673,2026-05-04 11:00,J,30.0,60.5,EF-08,False
ENV-300674,2026-07-12 13:00,F,25.2,57.3,EF-06,False
ENV-300675,2026-07-21 21:00,C,17.0,69.4,EF-06,False
ENV-300676,2026-07-14 10:00,D,29.7,48.1,EF-04,False
ENV-300677,2026-05-13 09:00,E,16.3,43.4,EF-05,False
ENV-300678,2026-07-11 14:00,B,24.1,42.9,EF-05,False
ENV-300679,2026-05-12 00:00,A,28.9,69.0,EF-03,False
ENV-300680,2026-05-08 16:00,D,34.4,47.5,EF-05,False
ENV-300681,2026-07-12 07:00,C,25.0,64.7,EF-07,False
ENV-300682,2026-05-19 01:00,J,23.5,48.1,EF-02,False
ENV-300683,2026-07-14 15:00,B,12.1,57.8,EF-02,False
ENV-300684,2026-06-03 00:00,G,33.6,65.4,EF-03,False
ENV-300685,2026-05-23 06:00,B,30.6,56.4,EF-06,False
ENV-300686,2026-07-24 09:00,J,19.2,49.7,EF-01,False
ENV-300687,2026-07-03 11:00,D,21.3,65.0,EF-05,False
ENV-300688,2026-07-11 01:00,I,27.0,75.9,EF-08,False
ENV-300689,2026-05-16 16:00,J,28.5,72.9,EF-02,False
ENV-300690,2026-06-07 13:00,C,29.6,54.6,EF-07,False
ENV-300691,2026-06-17 04:00,C,23.8,56.5,EF-01,False
ENV-300692,2026-05-30 22:00,C,14.1,63.8,EF-05,False
ENV-300693,2026-05-20 05:00,J,22.6,60.1,EF-04,False
ENV-300694,2026-06-05 12:00,J,26.6,59.6,EF-01,False
ENV-300695,2026-07-06 17:00,D,18.3,72.6,EF-07,False
ENV-300696,2026-07-17 11:00,F,30.9,54.5,EF-07,True
ENV-300697,2026-06-28 04:00,A,25.9,68.8,EF-06,False
ENV-300698,2026-05-01 19:00,H,26.0,20.6,EF-06,False
ENV-300699,2026-05-13 14:00,I,28.5,78.7,EF-01,False
ENV-300700,2026-07-06 06:00,D,30.7,60.1,EF-08,False
ENV-300701,2026-07-24 05:00,F,35.9,80.3,EF-07,False
ENV-300702,2026-06-06 06:00,G,21.3,38.1,EF-03,False
ENV-300703,2026-07-09 10:00,F,32.4,52.0,EF-05,False
ENV-300704,2026-06-24 10:00,I,30.6,89.7,EF-07,False
ENV-300705,2026-05-27 06:00,J,28.7,56.6,EF-08,False
ENV-300706,2026-05-04 05:00,B,22.0,59.3,EF-07,False
ENV-300707,2026-06-24 21:00,J,25.0,37.5,EF-02,False
ENV-300708,2026-07-14 17:00,E,27.4,32.5,EF-04,False
ENV-300709,2026-06-30 05:00,J,37.9,58.5,EF-07,False
ENV-300710,2026-06-17 14:00,G,22.7,71.0,EF-01,False
ENV-300711,2026-05-09 04:00,C,22.9,37.0,EF-07,False
ENV-300712,2026-06-24 01:00,D,24.9,77.4,EF-02,False
ENV-300713,2026-07-04 10:00,G,28.9,46.4,EF-05,False
ENV-300714,2026-06-26 15:00,H,25.2,54.1,EF-06,False
ENV-300715,2026-06-22 14:00,H,21.3,52.9,EF-08,False
ENV-300716,2026-05-28 22:00,E,31.1,51.6,EF-03,False
ENV-300717,2026-05-10 02:00,F,24.9,76.0,EF-03,False
ENV-300718,2026-05-21 05:00,I,27.9,52.6,EF-07,False
ENV-300719,2026-05-08 16:00,I,31.2,40.7,EF-08,False
ENV-300720,2026-05-17 19:00,H,20.9,59.8,EF-02,False
ENV-300721,2026-07-05 19:00,C,34.1,45.7,EF-08,False
ENV-300722,2026-07-04 06:00,G,23.5,86.5,EF-08,False
ENV-300723,2026-06-20 19:00,A,31.4,86.3,EF-08,False
ENV-300724,2026-05-31 05:00,I,27.9,56.2,EF-08,False
ENV-300725,2026-05-24 19:00,C,18.5,58.7,EF-02,False
ENV-300726,2026-05-13 17:00,F,16.8,64.4,EF-05,False
ENV-300727,2026-05-31 06:00,G,28.9,24.3,EF-03,False
ENV-300728,2026-05-17 13:00,D,23.1,68.9,EF-06,False
ENV-300729,2026-05-22 21:00,I,32.3,38.7,EF-05,False
ENV-300730,2026-07-05 18:00,I,26.9,52.8,EF-04,False
ENV-300731,2026-05-10 17:00,E,29.1,32.4,EF-03,False
ENV-300732,2026-06-20 20:00,J,20.8,54.3,EF-03,False
ENV-300733,2026-07-23 02:00,J,21.6,78.6,EF-07,False
ENV-300734,2026-06-20 23:00,B,30.1,58.1,EF-06,False
ENV-300735,2026-05-12 17:00,C,24.1,60.7,EF-06,False
ENV-300736,2026-05-14 19:00,D,24.1,47.2,EF-03,False
ENV-300737,2026-05-10 08:00,J,30.8,50.5,EF-02,False
ENV-300738,2026-05-22 15:00,A,33.3,79.2,EF-02,False
ENV-300739,2026-06-21 09:00,D,20.0,36.4,EF-07,False
ENV-300740,2026-05-27 05:00,J,40.7,70.0,EF-04,False
ENV-300741,2026-07-26 04:00,C,20.4,42.1,EF-01,False
ENV-300742,2026-07-17 22:00,H,22.0,43.2,EF-07,True
ENV-300743,2026-07-04 23:00,C,23.9,75.4,EF-03,False
ENV-300744,2026-07-21 14:00,A,15.1,44.9,EF-02,False
ENV-300745,2026-06-19 06:00,A,24.3,36.1,EF-01,False
ENV-300746,2026-05-24 22:00,G,23.8,55.9,EF-05,False
ENV-300747,2026-06-03 13:00,H,40.0,50.6,EF-04,False
ENV-300748,2026-05-15 01:00,C,23.9,55.0,EF-03,False
ENV-300749,2026-05-19 01:00,D,24.4,40.9,EF-03,False
ENV-300750,2026-07-10 19:00,F,29.0,39.3,EF-03,False
ENV-300751,2026-05-18 18:00,E,31.7,81.4,EF-05,False
ENV-300752,2026-05-20 13:00,A,25.8,62.8,EF-02,False
ENV-300753,2026-06-20 09:00,A,33.4,89.2,EF-08,False
ENV-300754,2026-06-26 16:00,A,29.6,80.7,EF-02,False
ENV-300755,2026-07-03 22:00,H,28.1,23.1,EF-08,False
ENV-300756,2026-07-14 03:00,I,29.0,53.9,EF-07,False
ENV-300757,2026-07-01 10:00,G,28.1,63.9,EF-01,False
ENV-300758,2026-05-23 17:00,H,32.7,63.1,EF-08,False
ENV-300759,2026-06-07 08:00,A,40.5,40.9,EF-07,False
ENV-300760,2026-07-03 19:00,F,26.6,75.6,EF-08,False
ENV-300761,2026-06-04 14:00,J,23.4,55.7,EF-06,False
ENV-300762,2026-06-11 14:00,I,27.5,74.5,EF-02,False
ENV-300763,2026-07-08 03:00,I,33.6,63.1,EF-05,False
ENV-300764,2026-06-23 10:00,I,27.6,61.5,EF-06,False
ENV-300765,2026-06-12 02:00,I,28.2,46.5,EF-05,False
ENV-300766,2026-05-03 20:00,F,34.1,61.3,EF-05,False
ENV-300767,2026-07-25 17:00,B,26.6,57.3,EF-08,False
ENV-300768,2026-07-07 23:00,E,26.0,50.8,EF-03,False
ENV-300769,2026-07-12 06:00,C,27.0,31.8,EF-02,False
ENV-300770,2026-06-29 01:00,H,30.3,75.2,EF-06,False
ENV-300771,2026-05-13 00:00,I,34.1,50.6,EF-06,False
ENV-300772,2026-05-14 01:00,C,24.7,55.8,EF-08,False
ENV-300773,2026-05-03 10:00,J,32.2,47.7,EF-08,False
ENV-300774,2026-06-16 06:00,D,23.3,50.0,EF-06,False
ENV-300775,2026-05-21 09:00,B,19.3,61.9,EF-07,False
ENV-300776,2026-07-07 17:00,A,24.8,40.1,EF-01,False
ENV-300777,2026-05-03 16:00,A,29.0,45.4,EF-08,False
ENV-300778,2026-04-29 22:00,E,23.2,52.6,EF-01,False
ENV-300779,2026-07-21 16:00,B,31.0,62.3,EF-08,False
ENV-300780,2026-07-27 23:00,C,18.4,58.4,EF-07,False
ENV-300781,2026-05-16 21:00,C,23.7,47.7,EF-02,False
ENV-300782,2026-07-03 17:00,F,22.0,51.0,EF-06,False
ENV-300783,2026-06-01 07:00,I,32.7,45.4,EF-07,False
ENV-300784,2026-06-05 03:00,I,20.6,68.8,EF-04,False
ENV-300785,2026-07-20 19:00,H,28.7,57.7,EF-08,False
ENV-300786,2026-07-06 01:00,H,35.5,65.6,EF-08,False
ENV-300787,2026-07-24 06:00,A,36.2,48.7,EF-03,False
ENV-300788,2026-05-14 05:00,D,24.6,22.7,EF-07,False
ENV-300789,2026-06-29 16:00,D,16.1,43.8,EF-01,False
ENV-300790,2026-06-05 15:00,E,26.6,46.4,EF-06,False
ENV-300791,2026-06-05 18:00,H,32.0,74.8,EF-08,False
ENV-300792,2026-06-16 17:00,H,27.0,83.9,EF-04,False
ENV-300793,2026-06-26 10:00,G,24.3,46.7,EF-08,False
ENV-300794,2026-07-19 01:00,H,24.7,56.3,EF-07,False
